"Food Scarcity, Household Pulse Survey",,,,,,,
Adults in households where there was either sometimes or often not enough to eat in the last 7 days,,,,,,,
,,Total Food Scarcity,,Percent Food Scarcity,,,
Kentucky,"14 - September 2-14, 2020","421,145","75,491",14.1,2.4,"2,978,465","3,344,102"
Louisiana,"14 - September 2-14, 2020","475,609","92,284",15.9,3,"2,991,656","3,431,432"
Maine,"14 - September 2-14, 2020","65,113","19,096",7.1,2.1,"921,608","1,065,620"
Maryland,"14 - September 2-14, 2020","357,972","72,049",8.9,1.7,"4,034,924","4,586,920"
Massachusetts,"14 - September 2-14, 2020","341,813","71,192",7.3,1.5,"4,663,075","5,324,065"
Michigan,"14 - September 2-14, 2020","585,318","92,778",9,1.4,"6,510,880","7,644,458"
Minnesota,"14 - September 2-14, 2020","246,330","45,691",6.5,1.2,"3,765,213","4,241,624"
Mississippi,"14 - September 2-14, 2020","320,279","54,408",17.3,2.7,"1,854,714","2,189,670"
Missouri,"14 - September 2-14, 2020","362,015","84,685",9.1,2.1,"3,996,997","4,617,880"
Montana,"14 - September 2-14, 2020","49,323","11,875",6.7,1.6,"735,932","822,204"
Nebraska,"14 - September 2-14, 2020","131,201","21,728",10.3,1.7,"1,268,702","1,418,191"
Nevada,"14 - September 2-14, 2020","253,183","42,945",12,2,"2,117,885","2,399,457"
New Hampshire,"14 - September 2-14, 2020","75,714","17,079",8,1.8,"945,051","1,073,014"
New Jersey,"14 - September 2-14, 2020","640,678","126,693",11.1,2.1,"5,792,564","6,776,822"
New Mexico,"14 - September 2-14, 2020","170,921","30,126",12.3,2.1,"1,393,134","1,589,574"
New York,"14 - September 2-14, 2020","1,584,027","295,351",12.2,2.2,"12,998,988","14,847,080"
North Carolina,"14 - September 2-14, 2020","620,460","141,661",8.9,2,"7,007,677","8,017,566"
North Dakota,"14 - September 2-14, 2020","36,917","9,299",7.2,1.8,"510,610","561,016"
Ohio,"14 - September 2-14, 2020","867,215","156,426",11,1.9,"7,875,588","8,822,539"
Oklahoma,"14 - September 2-14, 2020","281,452","47,612",11,1.8,"2,561,555","2,916,436"
Oregon,"14 - September 2-14, 2020","249,485","39,550",8.3,1.3,"3,005,056","3,302,727"
Pennsylvania,"14 - September 2-14, 2020","734,726","129,183",8.5,1.5,"8,601,419","9,776,154"
Rhode Island,"14 - September 2-14, 2020","87,013","17,032",12.2,2.4,"711,351","817,559"
South Carolina,"14 - September 2-14, 2020","333,179","76,841",9.8,2.2,"3,416,091","3,969,123"
South Dakota,"14 - September 2-14, 2020","35,148","9,595",6,1.6,"583,772","642,658"
Tennessee,"14 - September 2-14, 2020","509,731","80,599",11.1,1.7,"4,588,667","5,221,475"
Texas,"14 - September 2-14, 2020","2,125,844","324,796",11.6,1.7,"18,248,903","21,356,906"
Utah,"14 - September 2-14, 2020","134,659","28,535",6.3,1.3,"2,138,575","2,281,207"
Vermont,"14 - September 2-14, 2020","18,797","5,232",4.3,1.2,"439,656","485,485"
Virginia,"14 - September 2-14, 2020","506,451","120,638",8.8,2.1,"5,748,126","6,472,737"
Washington,"14 - September 2-14, 2020","370,620","63,517",7,1.2,"5,321,258","5,890,357"
West Virginia,"14 - September 2-14, 2020","125,052","29,441",10.5,2.4,"1,186,869","1,379,576"
Wisconsin,"14 - September 2-14, 2020","354,077","67,577",9,1.7,"3,926,597","4,438,719"
Wyoming,"14 - September 2-14, 2020","47,136","10,758",12.2,2.7,"386,100","433,400"
Alabama,"13 - August 19-31, 2020","448,616","88,300",14.1,2.6,"3,185,410","3,717,378"
Alaska,"13 - August 19-31, 2020","54,477","9,130",11.4,1.9,"479,246","524,925"
Arizona,"13 - August 19-31, 2020","572,414","96,777",11.6,1.9,"4,924,117","5,597,268"
Arkansas,"13 - August 19-31, 2020","183,069","40,636",9.4,2,"1,951,868","2,246,527"
California,"13 - August 19-31, 2020","2,889,659","293,533",11.4,1.1,"25,425,270","29,939,021"
Colorado,"13 - August 19-31, 2020","311,935","58,560",7.7,1.4,"4,025,571","4,454,718"
Connecticut,"13 - August 19-31, 2020","212,049","50,750",8.8,2.1,"2,414,813","2,732,423"
Delaware,"13 - August 19-31, 2020","61,296","12,761",9.2,1.8,"665,861","754,637"
District of Columbia,"13 - August 19-31, 2020","61,164","16,166",12.3,3.3,"495,502","542,635"
Florida,"13 - August 19-31, 2020","2,026,837","296,341",13.8,1.9,"14,736,488","17,085,385"
Georgia,"13 - August 19-31, 2020","723,186","132,077",10.8,1.9,"6,695,209","7,955,983"
Hawaii,"13 - August 19-31, 2020","91,026","20,439",9.4,2.2,"966,018","1,073,229"
Idaho,"13 - August 19-31, 2020","96,749","22,730",7.9,1.8,"1,217,305","1,343,198"
Illinois,"13 - August 19-31, 2020","1,002,262","159,118",12,1.9,"8,336,258","9,546,424"
Indiana,"13 - August 19-31, 2020","459,184","68,705",10.4,1.6,"4,395,321","5,015,550"
Iowa,"13 - August 19-31, 2020","148,431","29,048",7.1,1.4,"2,087,716","2,342,905"
Kansas,"13 - August 19-31, 2020","223,838","39,919",11.9,2.1,"1,874,136","2,140,957"
Kentucky,"13 - August 19-31, 2020","307,116","70,412",10.3,2.4,"2,991,635","3,344,102"
Louisiana,"13 - August 19-31, 2020","372,262","65,034",12.6,2.2,"2,950,302","3,431,432"
Maine,"13 - August 19-31, 2020","60,140","17,585",6.3,1.8,"953,532","1,065,620"
Maryland,"13 - August 19-31, 2020","352,775","71,201",8.6,1.7,"4,093,122","4,586,920"
Massachusetts,"13 - August 19-31, 2020","424,393","92,269",9,1.9,"4,730,432","5,324,065"
Michigan,"13 - August 19-31, 2020","640,535","106,230",9.4,1.5,"6,807,211","7,644,458"
Minnesota,"13 - August 19-31, 2020","266,826","58,349",7,1.5,"3,787,488","4,241,624"
Mississippi,"13 - August 19-31, 2020","268,605","47,624",14.5,2.5,"1,858,517","2,189,670"
Missouri,"13 - August 19-31, 2020","437,870","75,890",10.7,1.8,"4,106,361","4,617,880"
Montana,"13 - August 19-31, 2020","48,636","14,559",6.5,1.9,"750,245","822,204"
Nebraska,"13 - August 19-31, 2020","85,920","18,245",6.8,1.5,"1,262,012","1,418,191"
Nevada,"13 - August 19-31, 2020","215,567","36,452",10.2,1.8,"2,109,834","2,399,457"
New Hampshire,"13 - August 19-31, 2020","46,552","14,471",4.9,1.5,"959,544","1,073,014"
New Jersey,"13 - August 19-31, 2020","562,100","105,490",9.6,1.8,"5,871,783","6,776,822"
New Mexico,"13 - August 19-31, 2020","173,865","41,786",12.3,2.9,"1,410,465","1,589,574"
New York,"13 - August 19-31, 2020","944,546","210,275",7.6,1.6,"12,463,533","14,847,080"
North Carolina,"13 - August 19-31, 2020","856,939","170,263",12.1,2.3,"7,102,278","8,017,566"
North Dakota,"13 - August 19-31, 2020","36,788","11,237",7.2,2.2,"508,813","561,016"
Ohio,"13 - August 19-31, 2020","825,787","162,326",10.6,2.1,"7,820,936","8,822,539"
Oklahoma,"13 - August 19-31, 2020","368,994","63,706",14.1,2.5,"2,610,858","2,916,436"
Oregon,"13 - August 19-31, 2020","271,817","48,686",9.2,1.6,"2,941,326","3,302,727"
Pennsylvania,"13 - August 19-31, 2020","630,766","101,609",7.3,1.2,"8,590,273","9,776,154"
Rhode Island,"13 - August 19-31, 2020","85,729","16,441",12.1,2.2,"707,678","817,559"
South Carolina,"13 - August 19-31, 2020","352,510","77,677",10.1,2.2,"3,483,956","3,969,123"
South Dakota,"13 - August 19-31, 2020","53,969","17,793",9.4,3,"574,671","642,658"
Tennessee,"13 - August 19-31, 2020","565,620","79,606",12.3,1.6,"4,581,168","5,221,475"
Texas,"13 - August 19-31, 2020","2,130,113","304,674",11.5,1.6,"18,504,429","21,356,906"
Utah,"13 - August 19-31, 2020","109,838","20,710",5.3,1,"2,065,597","2,281,207"
Vermont,"13 - August 19-31, 2020","19,988","5,841",4.6,1.3,"435,691","485,485"
Virginia,"13 - August 19-31, 2020","471,709","93,739",8.3,1.6,"5,698,554","6,472,737"
Washington,"13 - August 19-31, 2020","376,863","65,073",7.1,1.2,"5,333,255","5,890,357"
West Virginia,"13 - August 19-31, 2020","141,065","43,933",11.8,3.6,"1,193,878","1,379,576"
Wisconsin,"13 - August 19-31, 2020","263,575","59,449",6.7,1.5,"3,916,810","4,438,719"
Wyoming,"13 - August 19-31, 2020","29,245","7,720",7.4,1.9,"394,326","433,400"
Alabama,"12 - July 16-21, 2020","467,489","114,141",13,3.2,"3,596,275","3,717,378"
Alaska,"12 - July 16-21, 2020","46,429","12,876",9,2.5,"514,970","524,925"
Arizona,"12 - July 16-21, 2020","738,346","139,300",13.4,2.5,"5,502,252","5,597,268"
Arkansas,"12 - July 16-21, 2020","326,933","56,901",14.9,2.6,"2,197,727","2,246,527"
California,"12 - July 16-21, 2020","4,127,409","540,240",14.3,1.9,"28,837,120","29,939,021"
Colorado,"12 - July 16-21, 2020","268,639","89,551",6.1,2,"4,423,905","4,454,718"
Connecticut,"12 - July 16-21, 2020","230,213","55,397",8.7,2.1,"2,635,099","2,732,423"
Delaware,"12 - July 16-21, 2020","83,631","23,388",11.3,3.1,"740,844","754,637"
District of Columbia,"12 - July 16-21, 2020","60,535","20,580",11.3,3.8,"537,595","542,635"
Florida,"12 - July 16-21, 2020","1,903,426","270,163",11.3,1.6,"16,794,577","17,085,385"
Georgia,"12 - July 16-21, 2020","935,765","225,017",12.3,2.9,"7,627,114","7,955,983"
Hawaii,"12 - July 16-21, 2020","104,608","26,410",9.9,2.5,"1,057,091","1,073,229"
Idaho,"12 - July 16-21, 2020","108,339","23,751",8.3,1.8,"1,312,560","1,343,198"
Illinois,"12 - July 16-21, 2020","1,247,634","215,169",13.3,2.3,"9,366,608","9,546,424"
Indiana,"12 - July 16-21, 2020","477,050","107,860",9.6,2.2,"4,956,035","5,015,550"
Iowa,"12 - July 16-21, 2020","168,078","37,079",7.3,1.6,"2,305,039","2,342,905"
Kansas,"12 - July 16-21, 2020","207,146","42,060",9.9,2,"2,101,442","2,140,957"
Kentucky,"12 - July 16-21, 2020","273,673","74,414",8.4,2.3,"3,240,662","3,344,102"
Louisiana,"12 - July 16-21, 2020","552,639","94,792",16.5,2.9,"3,342,356","3,431,432"
Maine,"12 - July 16-21, 2020","51,419","21,620",4.9,2.1,"1,044,496","1,065,620"
Maryland,"12 - July 16-21, 2020","462,734","96,556",10.3,2.1,"4,511,399","4,586,920"
Massachusetts,"12 - July 16-21, 2020","387,744","96,240",7.5,1.9,"5,186,300","5,324,065"
Michigan,"12 - July 16-21, 2020","704,944","179,019",9.5,2.4,"7,415,046","7,644,458"
Minnesota,"12 - July 16-21, 2020","302,438","102,979",7.3,2.5,"4,141,238","4,241,624"
Mississippi,"12 - July 16-21, 2020","406,797","69,102",19,3.2,"2,141,135","2,189,670"
Missouri,"12 - July 16-21, 2020","393,150","85,935",8.7,1.9,"4,525,465","4,617,880"
Montana,"12 - July 16-21, 2020","86,684","26,621",10.6,3.3,"814,905","822,204"
Nebraska,"12 - July 16-21, 2020","103,435","23,786",7.4,1.7,"1,402,786","1,418,191"
Nevada,"12 - July 16-21, 2020","372,226","71,062",16,3,"2,333,273","2,399,457"
New Hampshire,"12 - July 16-21, 2020","48,362","16,900",4.6,1.6,"1,062,705","1,073,014"
New Jersey,"12 - July 16-21, 2020","517,475","137,843",7.9,2.1,"6,587,395","6,776,822"
New Mexico,"12 - July 16-21, 2020","232,540","49,972",15.2,3.3,"1,528,071","1,589,574"
New York,"12 - July 16-21, 2020","2,565,221","406,492",17.5,2.7,"14,663,173","14,847,080"
North Carolina,"12 - July 16-21, 2020","923,559","200,965",11.8,2.6,"7,839,041","8,017,566"
North Dakota,"12 - July 16-21, 2020","55,559","31,905",10.1,5.8,"551,468","561,016"
Ohio,"12 - July 16-21, 2020","683,039","164,325",8.1,2,"8,408,628","8,822,539"
Oklahoma,"12 - July 16-21, 2020","374,297","63,199",13.1,2.2,"2,854,835","2,916,436"
Oregon,"12 - July 16-21, 2020","330,116","66,035",10.2,2,"3,231,273","3,302,727"
Pennsylvania,"12 - July 16-21, 2020","1,060,565","175,805",11.3,1.9,"9,403,609","9,776,154"
Rhode Island,"12 - July 16-21, 2020","116,456","29,244",14.5,3.6,"802,874","817,559"
South Carolina,"12 - July 16-21, 2020","428,569","120,669",11.1,3.1,"3,863,560","3,969,123"
South Dakota,"12 - July 16-21, 2020","44,920","22,089",7.1,3.5,"631,832","642,658"
Tennessee,"12 - July 16-21, 2020","658,480","167,271",13,3.3,"5,080,438","5,221,475"
Texas,"12 - July 16-21, 2020","3,608,121","438,121",17.3,2.1,"20,835,256","21,356,906"
Utah,"12 - July 16-21, 2020","151,167","44,351",6.8,2,"2,221,651","2,281,207"
Vermont,"12 - July 16-21, 2020","32,479","10,211",6.8,2.1,"477,788","485,485"
Virginia,"12 - July 16-21, 2020","702,048","159,787",11,2.5,"6,394,877","6,472,737"
Washington,"12 - July 16-21, 2020","572,764","109,293",9.9,1.9,"5,759,170","5,890,357"
West Virginia,"12 - July 16-21, 2020","143,237","40,444",10.8,3,"1,321,428","1,379,576"
Wisconsin,"12 - July 16-21, 2020","405,010","92,507",9.3,2.1,"4,354,213","4,438,719"
Wyoming,"12 - July 16-21, 2020","31,046","13,629",7.4,3.2,"421,148","433,400"
Alabama,"11 - July 9-14, 2020","469,909","113,648",12.9,3.1,"3,629,806","3,717,378"
Alaska,"11 - July 9-14, 2020","61,255","18,996",11.9,3.7,"516,295","524,925"
Arizona,"11 - July 9-14, 2020","653,337","104,667",11.9,1.9,"5,491,906","5,597,268"
Arkansas,"11 - July 9-14, 2020","271,988","51,057",12.4,2.3,"2,194,218","2,246,527"
California,"11 - July 9-14, 2020","3,447,187","470,117",11.9,1.6,"28,991,820","29,939,021"
Colorado,"11 - July 9-14, 2020","438,919","129,953",10,2.9,"4,379,749","4,454,718"
Connecticut,"11 - July 9-14, 2020","228,656","82,007",8.6,3.1,"2,659,782","2,732,423"
Delaware,"11 - July 9-14, 2020","73,782","19,297",9.9,2.6,"743,050","754,637"
District of Columbia,"11 - July 9-14, 2020","65,389","18,576",12.4,3.4,"528,907","542,635"
Florida,"11 - July 9-14, 2020","1,940,436","300,365",11.6,1.8,"16,699,923","17,085,385"
Georgia,"11 - July 9-14, 2020","772,560","169,174",10,2.3,"7,691,974","7,955,983"
Hawaii,"11 - July 9-14, 2020","113,941","31,639",10.8,3,"1,054,884","1,073,229"
Idaho,"11 - July 9-14, 2020","122,539","34,934",9.2,2.6,"1,327,564","1,343,198"
Illinois,"11 - July 9-14, 2020","701,679","160,846",7.5,1.7,"9,347,747","9,546,424"
Indiana,"11 - July 9-14, 2020","517,718","117,148",10.5,2.4,"4,918,267","5,015,550"
Iowa,"11 - July 9-14, 2020","131,254","32,730",5.7,1.4,"2,314,872","2,342,905"
Kansas,"11 - July 9-14, 2020","145,619","37,562",7,1.8,"2,090,107","2,140,957"
Kentucky,"11 - July 9-14, 2020","300,344","88,394",9.2,2.8,"3,255,722","3,344,102"
Louisiana,"11 - July 9-14, 2020","603,954","92,676",18.1,2.8,"3,330,170","3,431,432"
Maine,"11 - July 9-14, 2020","75,433","19,076",7.2,1.8,"1,048,412","1,065,620"
Maryland,"11 - July 9-14, 2020","463,629","87,870",10.5,2,"4,396,855","4,586,920"
Massachusetts,"11 - July 9-14, 2020","424,742","122,050",8.1,2.3,"5,220,580","5,324,065"
Michigan,"11 - July 9-14, 2020","712,310","139,360",9.5,1.8,"7,481,535","7,644,458"
Minnesota,"11 - July 9-14, 2020","298,015","87,556",7.2,2.1,"4,152,545","4,241,624"
Mississippi,"11 - July 9-14, 2020","271,617","59,272",12.6,2.8,"2,158,027","2,189,670"
Missouri,"11 - July 9-14, 2020","530,343","117,592",11.7,2.6,"4,535,657","4,617,880"
Montana,"11 - July 9-14, 2020","119,423","27,743",14.8,3.5,"805,053","822,204"
Nebraska,"11 - July 9-14, 2020","155,980","38,621",11.2,2.7,"1,391,621","1,418,191"
Nevada,"11 - July 9-14, 2020","307,468","67,277",13,2.8,"2,366,727","2,399,457"
New Hampshire,"11 - July 9-14, 2020","53,614","17,816",5,1.7,"1,061,737","1,073,014"
New Jersey,"11 - July 9-14, 2020","407,624","129,878",6.3,2,"6,494,367","6,776,822"
New Mexico,"11 - July 9-14, 2020","219,637","49,158",14.1,3.1,"1,554,437","1,589,574"
New York,"11 - July 9-14, 2020","1,306,566","275,497",9.3,2,"13,981,884","14,847,080"
North Carolina,"11 - July 9-14, 2020","980,034","194,888",12.5,2.5,"7,830,212","8,017,566"
North Dakota,"11 - July 9-14, 2020","67,908","23,651",12.3,4.3,"551,706","561,016"
Ohio,"11 - July 9-14, 2020","920,059","256,154",10.7,3,"8,623,381","8,822,539"
Oklahoma,"11 - July 9-14, 2020","327,250","72,729",11.4,2.5,"2,867,673","2,916,436"
Oregon,"11 - July 9-14, 2020","273,761","56,181",8.6,1.7,"3,198,159","3,302,727"
Pennsylvania,"11 - July 9-14, 2020","946,276","176,270",10,1.9,"9,483,405","9,776,154"
Rhode Island,"11 - July 9-14, 2020","94,630","28,892",11.9,3.6,"797,913","817,559"
South Carolina,"11 - July 9-14, 2020","574,821","121,124",14.8,3.1,"3,887,076","3,969,123"
South Dakota,"11 - July 9-14, 2020","65,345","20,100",10.3,3.2,"633,345","642,658"
Tennessee,"11 - July 9-14, 2020","649,707","132,071",12.6,2.6,"5,172,841","5,221,475"
Texas,"11 - July 9-14, 2020","3,184,402","457,416",15.5,2.2,"20,483,996","21,356,906"
Utah,"11 - July 9-14, 2020","171,288","47,363",7.6,2.1,"2,245,184","2,281,207"
Vermont,"11 - July 9-14, 2020","33,812","12,226",7.1,2.6,"473,522","485,485"
Virginia,"11 - July 9-14, 2020","552,497","146,167",8.9,2.3,"6,206,571","6,472,737"
Washington,"11 - July 9-14, 2020","347,240","83,719",6,1.5,"5,757,967","5,890,357"
West Virginia,"11 - July 9-14, 2020","135,555","38,713",10,2.8,"1,356,527","1,379,576"
Wisconsin,"11 - July 9-14, 2020","292,693","84,737",6.8,1.9,"4,298,742","4,438,719"
Wyoming,"11 - July 9-14, 2020","34,235","9,615",8.2,2.3,"417,244","433,400"
Alabama,"10 - July 2-7, 2020","475,332","112,463",12.9,3.1,"3,685,355","3,717,378"
Alaska,"10 - July 2-7, 2020","31,967","10,601",6.2,2,"517,134","524,925"
Arizona,"10 - July 2-7, 2020","488,431","100,183",9,1.8,"5,425,681","5,597,268"
Arkansas,"10 - July 2-7, 2020","299,342","69,384",13.7,3.2,"2,190,877","2,246,527"
California,"10 - July 2-7, 2020","3,484,199","419,630",11.8,1.4,"29,507,691","29,939,021"
Colorado,"10 - July 2-7, 2020","403,675","98,161",9.3,2.2,"4,331,441","4,454,718"
Connecticut,"10 - July 2-7, 2020","251,522","68,842",9.4,2.6,"2,680,356","2,732,423"
Delaware,"10 - July 2-7, 2020","43,433","14,923",5.9,2.1,"732,171","754,637"
District of Columbia,"10 - July 2-7, 2020","76,617","17,215",14.2,3.2,"539,718","542,635"
Florida,"10 - July 2-7, 2020","1,880,089","320,084",11.3,1.9,"16,614,694","17,085,385"
Georgia,"10 - July 2-7, 2020","1,031,499","256,404",13.3,3.3,"7,783,471","7,955,983"
Hawaii,"10 - July 2-7, 2020","104,494","25,918",10.2,2.5,"1,023,427","1,073,229"
Idaho,"10 - July 2-7, 2020","106,983","30,359",8.3,2.3,"1,285,529","1,343,198"
Illinois,"10 - July 2-7, 2020","1,128,897","306,081",12,3.3,"9,385,333","9,546,424"
Indiana,"10 - July 2-7, 2020","451,036","105,406",9.2,2.1,"4,898,562","5,015,550"
Iowa,"10 - July 2-7, 2020","163,972","56,280",7.2,2.5,"2,284,057","2,342,905"
Kansas,"10 - July 2-7, 2020","146,446","33,179",7,1.6,"2,103,976","2,140,957"
Kentucky,"10 - July 2-7, 2020","470,423","90,165",14.5,2.7,"3,238,251","3,344,102"
Louisiana,"10 - July 2-7, 2020","589,110","117,722",17.6,3.5,"3,347,924","3,431,432"
Maine,"10 - July 2-7, 2020","85,019","21,389",8.1,2,"1,044,404","1,065,620"
Maryland,"10 - July 2-7, 2020","536,207","95,867",11.9,2.1,"4,517,851","4,586,920"
Massachusetts,"10 - July 2-7, 2020","285,966","65,979",5.5,1.3,"5,175,634","5,324,065"
Michigan,"10 - July 2-7, 2020","453,868","82,206",6.2,1.1,"7,312,705","7,644,458"
Minnesota,"10 - July 2-7, 2020","313,543","103,727",7.5,2.5,"4,160,273","4,241,624"
Mississippi,"10 - July 2-7, 2020","230,562","48,205",10.7,2.3,"2,146,710","2,189,670"
Missouri,"10 - July 2-7, 2020","361,382","113,939",8.1,2.5,"4,468,211","4,617,880"
Montana,"10 - July 2-7, 2020","93,841","36,219",11.7,4.5,"804,125","822,204"
Nebraska,"10 - July 2-7, 2020","116,767","33,635",8.3,2.4,"1,401,628","1,418,191"
Nevada,"10 - July 2-7, 2020","417,785","86,467",17.8,3.7,"2,348,006","2,399,457"
New Hampshire,"10 - July 2-7, 2020","66,208","22,561",6.3,2.2,"1,046,221","1,073,014"
New Jersey,"10 - July 2-7, 2020","555,901","128,676",8.4,2,"6,590,291","6,776,822"
New Mexico,"10 - July 2-7, 2020","203,879","57,290",13.2,3.6,"1,542,012","1,589,574"
New York,"10 - July 2-7, 2020","1,430,105","294,421",10.1,2.1,"14,202,708","14,847,080"
North Carolina,"10 - July 2-7, 2020","637,032","188,229",8.2,2.4,"7,785,439","8,017,566"
North Dakota,"10 - July 2-7, 2020","33,985","12,501",6.2,2.3,"548,545","561,016"
Ohio,"10 - July 2-7, 2020","1,479,578","289,071",17.2,3.4,"8,620,943","8,822,539"
Oklahoma,"10 - July 2-7, 2020","372,776","75,710",12.9,2.6,"2,886,276","2,916,436"
Oregon,"10 - July 2-7, 2020","314,816","89,478",9.7,2.8,"3,231,748","3,302,727"
Pennsylvania,"10 - July 2-7, 2020","854,281","146,933",8.9,1.5,"9,587,619","9,776,154"
Rhode Island,"10 - July 2-7, 2020","80,428","20,062",10.1,2.5,"798,792","817,559"
South Carolina,"10 - July 2-7, 2020","464,794","105,611",12.1,2.8,"3,854,748","3,969,123"
South Dakota,"10 - July 2-7, 2020","71,618","19,101",11.4,3,"629,456","642,658"
Tennessee,"10 - July 2-7, 2020","636,798","124,182",12.6,2.5,"5,065,421","5,221,475"
Texas,"10 - July 2-7, 2020","2,874,940","352,131",13.9,1.7,"20,695,463","21,356,906"
Utah,"10 - July 2-7, 2020","224,599","60,314",10,2.7,"2,243,399","2,281,207"
Vermont,"10 - July 2-7, 2020","39,021","13,304",8.1,2.8,"481,824","485,485"
Virginia,"10 - July 2-7, 2020","531,429","135,482",8.4,2.1,"6,344,944","6,472,737"
Washington,"10 - July 2-7, 2020","426,427","80,647",7.5,1.4,"5,693,958","5,890,357"
West Virginia,"10 - July 2-7, 2020","148,009","38,058",11.1,2.8,"1,334,777","1,379,576"
Wisconsin,"10 - July 2-7, 2020","302,363","89,611",6.9,2,"4,372,890","4,438,719"
Wyoming,"10 - July 2-7, 2020","52,910","17,797",12.3,4.2,"429,074","433,400"
Alabama,"9 - June 25-30, 2020","492,163","100,741",13.7,2.9,"3,592,476","3,717,378"
Alaska,"9 - June 25-30, 2020","60,984","14,277",11.8,2.8,"515,230","524,925"
Arizona,"9 - June 25-30, 2020","507,402","131,578",9.4,2.4,"5,400,590","5,597,268"
Arkansas,"9 - June 25-30, 2020","208,775","40,741",9.4,1.9,"2,210,376","2,246,527"
California,"9 - June 25-30, 2020","3,817,665","589,699",13.1,2,"29,039,980","29,939,021"
Colorado,"9 - June 25-30, 2020","269,282","75,670",6.1,1.7,"4,394,051","4,454,718"
Connecticut,"9 - June 25-30, 2020","247,833","48,993",9.2,1.8,"2,689,369","2,732,423"
Delaware,"9 - June 25-30, 2020","83,220","19,888",11.3,2.7,"736,584","754,637"
District of Columbia,"9 - June 25-30, 2020","90,314","24,314",17.5,4.8,"516,894","542,635"
Florida,"9 - June 25-30, 2020","1,918,296","336,507",11.5,2,"16,623,516","17,085,385"
Georgia,"9 - June 25-30, 2020","949,272","212,177",12.3,2.8,"7,712,938","7,955,983"
Hawaii,"9 - June 25-30, 2020","60,970","14,429",5.9,1.4,"1,040,871","1,073,229"
Idaho,"9 - June 25-30, 2020","111,820","21,651",8.5,1.7,"1,311,151","1,343,198"
Illinois,"9 - June 25-30, 2020","749,995","189,016",8.1,2,"9,315,022","9,546,424"
Indiana,"9 - June 25-30, 2020","596,222","99,017",12.1,2,"4,915,334","5,015,550"
Iowa,"9 - June 25-30, 2020","104,934","31,726",4.6,1.4,"2,304,741","2,342,905"
Kansas,"9 - June 25-30, 2020","172,191","54,842",8.3,2.6,"2,070,632","2,140,957"
Kentucky,"9 - June 25-30, 2020","384,215","87,464",11.7,2.7,"3,287,245","3,344,102"
Louisiana,"9 - June 25-30, 2020","385,396","96,584",11.4,2.9,"3,370,102","3,431,432"
Maine,"9 - June 25-30, 2020","110,431","25,049",10.5,2.4,"1,047,867","1,065,620"
Maryland,"9 - June 25-30, 2020","465,376","94,284",10.4,2.1,"4,475,358","4,586,920"
Massachusetts,"9 - June 25-30, 2020","222,057","69,858",4.3,1.3,"5,220,519","5,324,065"
Michigan,"9 - June 25-30, 2020","521,618","123,913",7,1.7,"7,434,858","7,644,458"
Minnesota,"9 - June 25-30, 2020","338,919","110,821",8.2,2.7,"4,138,940","4,241,624"
Mississippi,"9 - June 25-30, 2020","333,934","83,080",15.5,3.8,"2,152,939","2,189,670"
Missouri,"9 - June 25-30, 2020","447,903","114,090",10,2.5,"4,495,002","4,617,880"
Montana,"9 - June 25-30, 2020","48,642","15,290",6,1.9,"809,258","822,204"
Nebraska,"9 - June 25-30, 2020","103,076","25,004",7.5,1.8,"1,381,446","1,418,191"
Nevada,"9 - June 25-30, 2020","299,386","85,127",12.8,3.7,"2,334,523","2,399,457"
New Hampshire,"9 - June 25-30, 2020","94,478","30,873",8.9,2.9,"1,058,040","1,073,014"
New Jersey,"9 - June 25-30, 2020","713,752","181,304",10.8,2.8,"6,588,613","6,776,822"
New Mexico,"9 - June 25-30, 2020","159,781","46,964",10.3,3,"1,550,274","1,589,574"
New York,"9 - June 25-30, 2020","1,311,085","326,320",9,2.3,"14,490,000","14,847,080"
North Carolina,"9 - June 25-30, 2020","789,481","203,717",10.2,2.6,"7,738,940","8,017,566"
North Dakota,"9 - June 25-30, 2020","37,273","11,920",7,2.2,"536,088","561,016"
Ohio,"9 - June 25-30, 2020","753,440","154,194",8.8,1.8,"8,568,200","8,822,539"
Oklahoma,"9 - June 25-30, 2020","250,629","59,783",8.8,2.1,"2,844,430","2,916,436"
Oregon,"9 - June 25-30, 2020","325,912","73,150",10,2.3,"3,259,829","3,302,727"
Pennsylvania,"9 - June 25-30, 2020","956,563","225,844",10,2.4,"9,519,974","9,776,154"
Rhode Island,"9 - June 25-30, 2020","65,718","17,806",8.4,2.2,"781,957","817,559"
South Carolina,"9 - June 25-30, 2020","539,210","103,487",13.9,2.7,"3,888,479","3,969,123"
South Dakota,"9 - June 25-30, 2020","74,585","23,604",11.9,3.8,"625,772","642,658"
Tennessee,"9 - June 25-30, 2020","615,280","114,879",12.2,2.3,"5,053,992","5,221,475"
Texas,"9 - June 25-30, 2020","2,642,086","307,848",12.7,1.5,"20,867,218","21,356,906"
Utah,"9 - June 25-30, 2020","195,511","39,128",8.8,1.8,"2,227,428","2,281,207"
Vermont,"9 - June 25-30, 2020","18,193","7,843",3.8,1.7,"474,957","485,485"
Virginia,"9 - June 25-30, 2020","682,073","142,721",10.7,2.2,"6,363,075","6,472,737"
Washington,"9 - June 25-30, 2020","464,544","126,122",8,2.2,"5,789,184","5,890,357"
West Virginia,"9 - June 25-30, 2020","166,636","52,505",12.3,3.9,"1,354,955","1,379,576"
