"Housing Insecurity (Missed Payment and Low Confidence), Household Pulse Survey","","","","","","",""
"Adults in households who are not current on rent or mortgage payments and who have slight or no confidence that their household can pay next month's rent or mortgage on time","","","","","","",""
"","","Total Housing Insecurity (Missed Payment and Low Confidence)","","Percent Housing Insecurity (Missed Payment and Low Confidence)","","",""
"Riverside-San Bernardino-Ontario, CA Metro Area","38 - September 15-27, 2021","97769","50394","4.8","2.4","2036120","3,669,974"
"San Francisco-Oakland-Berkeley, CA Metro Area","38 - September 15-27, 2021","75018","35574","3.7","1.6","2045865","3,319,479"
"Seattle-Tacoma-Bellevue, WA Metro Area","38 - September 15-27, 2021","107591","53499","5","2.4","2131920","3,362,490"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","38 - September 15-27, 2021","115371","43589","4","1.4","2882156","4,437,320"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","37 - September 1-13, 2021","229740","83064","9","3","2545229","4,406,363"
"Boston-Cambridge-Newton, MA-NH Metro Area","37 - September 1-13, 2021","109459","45804","4.9","2","2229063","3,607,530"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","37 - September 1-13, 2021","371850","156481","9.5","3.7","3922030","7,233,660"
"Dallas-Fort Worth-Arlington, TX Metro Area","37 - September 1-13, 2021","246124","137280","8.2","4.3","3017662","5,419,356"
"Detroit-Warren-Dearborn, MI Metro Area","37 - September 1-13, 2021","153744","67504","9.1","3.9","1689987","3,267,734"
"Houston-The Woodlands-Sugar Land, TX Metro Area","37 - September 1-13, 2021","533096","194440","17.9","6","2980754","5,857,109"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","37 - September 1-13, 2021","600693","217087","10","3.5","5979125","10,577,972"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","37 - September 1-13, 2021","173754","85311","7","3.2","2487838","4,945,152"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","37 - September 1-13, 2021","905874","287905","12.2","3.6","7454874","13,823,947"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","37 - September 1-13, 2021","96664","45322","3.5","1.7","2789179","4,903,759"
"Phoenix-Mesa-Chandler, AZ Metro Area","37 - September 1-13, 2021","161179","64657","7.3","2.8","2202962","3,848,357"
"Riverside-San Bernardino-Ontario, CA Metro Area","37 - September 1-13, 2021","194943","126074","7.2","4.3","2722332","4,332,091"
"San Francisco-Oakland-Berkeley, CA Metro Area","37 - September 1-13, 2021","96117","46417","4.3","2","2230852","3,590,684"
"Seattle-Tacoma-Bellevue, WA Metro Area","37 - September 1-13, 2021","111756","55568","4.9","2.4","2265188","3,312,814"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","37 - September 1-13, 2021","94325","41674","3.2","1.4","2947485","4,698,754"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","36 - August 18-30, 2021","232258","100944","8.4","3.4","2759897","4,722,853"
"Boston-Cambridge-Newton, MA-NH Metro Area","36 - August 18-30, 2021","71156","27359","3.2","1.2","2246355","3,765,844"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","36 - August 18-30, 2021","200239","94165","5","2.3","4034282","7,187,683"
"Dallas-Fort Worth-Arlington, TX Metro Area","36 - August 18-30, 2021","174579","90353","5.5","2.8","3158538","5,865,110"
"Detroit-Warren-Dearborn, MI Metro Area","36 - August 18-30, 2021","133308","77985","7.7","4.3","1735436","3,354,980"
"Houston-The Woodlands-Sugar Land, TX Metro Area","36 - August 18-30, 2021","239348","109666","7.5","3.4","3181720","5,968,202"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","36 - August 18-30, 2021","434554","217827","6.6","3.2","6542685","10,241,502"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","36 - August 18-30, 2021","209408","100233","8.2","3.8","2546458","4,981,693"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","36 - August 18-30, 2021","726735","212811","9.5","2.6","7629535","14,277,750"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","36 - August 18-30, 2021","124991","40101","4.4","1.3","2846954","4,823,747"
"Phoenix-Mesa-Chandler, AZ Metro Area","36 - August 18-30, 2021","61946","43795","2.5","1.8","2455274","3,984,185"
"Riverside-San Bernardino-Ontario, CA Metro Area","36 - August 18-30, 2021","173183","98846","7","3.8","2459129","4,292,644"
"San Francisco-Oakland-Berkeley, CA Metro Area","36 - August 18-30, 2021","66723","31478","3.1","1.4","2121538","3,386,397"
"Seattle-Tacoma-Bellevue, WA Metro Area","36 - August 18-30, 2021","69437","39405","3.4","1.9","2058898","3,143,250"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","36 - August 18-30, 2021","173048","61893","5.8","2.1","2970387","4,716,221"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","35 - August 4-16, 2021","104284","35861","3.6","1.3","2880402","4,689,359"
"Boston-Cambridge-Newton, MA-NH Metro Area","35 - August 4-16, 2021","69500","27508","3.1","1.2","2227131","3,756,345"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","35 - August 4-16, 2021","200483","94128","5.2","2.4","3881157","6,770,508"
"Dallas-Fort Worth-Arlington, TX Metro Area","35 - August 4-16, 2021","175773","60744","5.2","1.7","3394543","5,992,993"
"Detroit-Warren-Dearborn, MI Metro Area","35 - August 4-16, 2021","135327","65192","7.1","3.3","1898974","3,727,762"
"Houston-The Woodlands-Sugar Land, TX Metro Area","35 - August 4-16, 2021","214021","76475","7.6","2.6","2809869","5,485,128"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","35 - August 4-16, 2021","402693","130120","6.5","2","6196901","10,360,594"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","35 - August 4-16, 2021","294239","110695","11.6","4","2547027","4,840,570"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","35 - August 4-16, 2021","685894","172661","8.9","2.1","7679763","13,676,437"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","35 - August 4-16, 2021","299461","125561","10.7","4.2","2789576","5,060,890"
"Phoenix-Mesa-Chandler, AZ Metro Area","35 - August 4-16, 2021","150356","73703","6.1","2.9","2466119","3,989,075"
"Riverside-San Bernardino-Ontario, CA Metro Area","35 - August 4-16, 2021","175418","126887","6.9","4.8","2554998","4,325,369"
"San Francisco-Oakland-Berkeley, CA Metro Area","35 - August 4-16, 2021","70087","36013","3.1","1.6","2242668","3,486,913"
"Seattle-Tacoma-Bellevue, WA Metro Area","35 - August 4-16, 2021","84335","31902","3.9","1.5","2135316","3,179,284"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","35 - August 4-16, 2021","160398","53106","5.7","1.8","2810130","4,395,600"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","34 - July  21 - August 2, 2021","202521","80793","7.7","2.7","2638341","4,460,383"
"Boston-Cambridge-Newton, MA-NH Metro Area","34 - July  21 - August 2, 2021","88880","34640","3.9","1.5","2272661","3,784,137"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","34 - July  21 - August 2, 2021","310338","117432","7.6","2.8","4069439","7,204,990"
"Dallas-Fort Worth-Arlington, TX Metro Area","34 - July  21 - August 2, 2021","182521","68694","5.5","2","3312405","6,102,221"
"Detroit-Warren-Dearborn, MI Metro Area","34 - July  21 - August 2, 2021","50623","25232","2.7","1.4","1900579","3,577,262"
"Houston-The Woodlands-Sugar Land, TX Metro Area","34 - July  21 - August 2, 2021","379790","171796","13","5.7","2928781","5,888,180"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","34 - July  21 - August 2, 2021","481682","165193","7.7","2.5","6288048","10,188,688"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","34 - July  21 - August 2, 2021","144106","105338","6.4","4.1","2237222","4,552,162"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","34 - July  21 - August 2, 2021","593060","208621","7.5","2.6","7944317","13,958,399"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","34 - July  21 - August 2, 2021","140152","56484","5.4","2.2","2601317","4,875,933"
"Phoenix-Mesa-Chandler, AZ Metro Area","34 - July  21 - August 2, 2021","80968","39559","3.6","1.7","2265740","3,964,546"
"Riverside-San Bernardino-Ontario, CA Metro Area","34 - July  21 - August 2, 2021","88211","44710","3.5","1.9","2523616","4,371,711"
"San Francisco-Oakland-Berkeley, CA Metro Area","34 - July  21 - August 2, 2021","111966","79009","4.8","3.2","2329051","3,658,670"
"Seattle-Tacoma-Bellevue, WA Metro Area","34 - July  21 - August 2, 2021","58559","20775","2.7","1","2171910","3,276,754"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","34 - July  21 - August 2, 2021","201692","47900","6.3","1.5","3181770","4,677,845"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","33 - June 23 - July 5, 2021","174735","74142","7.6","3.1","2307270","4,361,061"
"Boston-Cambridge-Newton, MA-NH Metro Area","33 - June 23 - July 5, 2021","83087","35865","3.9","1.7","2103708","3,832,294"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","33 - June 23 - July 5, 2021","193501","90838","5","2.3","3854195","7,080,768"
"Dallas-Fort Worth-Arlington, TX Metro Area","33 - June 23 - July 5, 2021","155540","92282","5.1","2.9","3050083","6,095,038"
"Detroit-Warren-Dearborn, MI Metro Area","33 - June 23 - July 5, 2021","66370","31334","4.1","1.9","1620225","3,681,761"
"Houston-The Woodlands-Sugar Land, TX Metro Area","33 - June 23 - July 5, 2021","171348","82935","6.6","3.3","2599272","5,806,197"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","33 - June 23 - July 5, 2021","207814","78053","3.5","1.4","5893480","10,582,202"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","33 - June 23 - July 5, 2021","161988","95424","7.1","4","2267264","4,896,590"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","33 - June 23 - July 5, 2021","661937","222927","9.1","3","7249737","14,191,053"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","33 - June 23 - July 5, 2021","178164","76329","7","2.9","2555210","4,908,469"
"Phoenix-Mesa-Chandler, AZ Metro Area","33 - June 23 - July 5, 2021","111691","53745","4.6","2.1","2434070","4,034,612"
"Riverside-San Bernardino-Ontario, CA Metro Area","33 - June 23 - July 5, 2021","153649","70171","7.4","3.3","2073716","3,792,700"
"San Francisco-Oakland-Berkeley, CA Metro Area","33 - June 23 - July 5, 2021","141498","71430","7.1","3.4","1990028","3,700,359"
"Seattle-Tacoma-Bellevue, WA Metro Area","33 - June 23 - July 5, 2021","155402","57724","8.2","3","1905850","3,306,107"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","33 - June 23 - July 5, 2021","144413","61468","5.1","2.1","2844562","4,699,405"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","32 - June 9-21, 2021","161531","57710","6.4","2.1","2535266","4,704,517"
"Boston-Cambridge-Newton, MA-NH Metro Area","32 - June 9-21, 2021","70428","27315","3.6","1.4","1932246","3,810,690"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","32 - June 9-21, 2021","257068","95188","7","2.6","3658940","7,102,746"
"Dallas-Fort Worth-Arlington, TX Metro Area","32 - June 9-21, 2021","244063","124143","9.1","4.2","2692641","5,451,718"
"Detroit-Warren-Dearborn, MI Metro Area","32 - June 9-21, 2021","84438","31472","5.2","1.8","1638150","3,437,701"
"Houston-The Woodlands-Sugar Land, TX Metro Area","32 - June 9-21, 2021","277495","116094","9.1","3.6","3039678","6,013,439"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","32 - June 9-21, 2021","337835","122616","5.6","2.1","6004059","10,714,023"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","32 - June 9-21, 2021","157939","90366","6.5","3.6","2426797","4,834,148"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","32 - June 9-21, 2021","465673","168447","6.9","2.4","6787469","13,837,334"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","32 - June 9-21, 2021","105564","36832","4.1","1.4","2595506","5,181,962"
"Phoenix-Mesa-Chandler, AZ Metro Area","32 - June 9-21, 2021","83676","50115","3.9","2.3","2137462","4,143,847"
"Riverside-San Bernardino-Ontario, CA Metro Area","32 - June 9-21, 2021","160779","61144","7.9","2.7","2034415","3,665,995"
"San Francisco-Oakland-Berkeley, CA Metro Area","32 - June 9-21, 2021","54728","32902","2.8","1.7","1921035","3,338,816"
"Seattle-Tacoma-Bellevue, WA Metro Area","32 - June 9-21, 2021","170047","64262","8.4","3.1","2032662","3,178,907"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","32 - June 9-21, 2021","162491","60457","5.9","2.2","2745914","4,529,050"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","31 - May 26 - June 7, 2021","235575","86491","10","3.3","2347394","4,557,496"
"Boston-Cambridge-Newton, MA-NH Metro Area","31 - May 26 - June 7, 2021","80960","30846","3.9","1.5","2066423","3,630,740"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","31 - May 26 - June 7, 2021","255063","143529","7.2","3.8","3564481","7,280,353"
"Dallas-Fort Worth-Arlington, TX Metro Area","31 - May 26 - June 7, 2021","204102","128169","6.5","3.9","3120391","5,980,165"
"Detroit-Warren-Dearborn, MI Metro Area","31 - May 26 - June 7, 2021","59205","25521","3.2","1.4","1860849","3,822,651"
"Houston-The Woodlands-Sugar Land, TX Metro Area","31 - May 26 - June 7, 2021","130345","58948","5.1","2.2","2568754","5,493,607"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","31 - May 26 - June 7, 2021","374050","149071","6.7","2.6","5595550","10,691,561"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","31 - May 26 - June 7, 2021","189298","92685","8.8","3.8","2160783","4,777,725"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","31 - May 26 - June 7, 2021","633667","173579","8.9","2.5","7091592","14,019,296"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","31 - May 26 - June 7, 2021","168808","50020","6.3","1.8","2682645","5,203,398"
"Phoenix-Mesa-Chandler, AZ Metro Area","31 - May 26 - June 7, 2021","85032","33420","3.8","1.5","2209546","4,028,556"
"Riverside-San Bernardino-Ontario, CA Metro Area","31 - May 26 - June 7, 2021","74764","31477","3.6","1.4","2086982","4,156,410"
"San Francisco-Oakland-Berkeley, CA Metro Area","31 - May 26 - June 7, 2021","88118","44766","4.4","2.2","2019544","3,334,300"
"Seattle-Tacoma-Bellevue, WA Metro Area","31 - May 26 - June 7, 2021","107835","45140","5.3","2.2","2042628","3,210,740"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","31 - May 26 - June 7, 2021","157427","69569","5.6","2.5","2789033","4,496,817"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","30 - May 12-24, 2021","152576","54769","6.6","2.3","2329219","4,736,152"
"Boston-Cambridge-Newton, MA-NH Metro Area","30 - May 12-24, 2021","90757","48437","4.5","2.3","1999328","3,758,849"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","30 - May 12-24, 2021","142841","62656","4","1.7","3587479","6,975,731"
"Dallas-Fort Worth-Arlington, TX Metro Area","30 - May 12-24, 2021","482190","317146","14.3","8.2","3375130","6,409,196"
"Detroit-Warren-Dearborn, MI Metro Area","30 - May 12-24, 2021","97927","33556","5.9","2","1672447","3,485,747"
"Houston-The Woodlands-Sugar Land, TX Metro Area","30 - May 12-24, 2021","167321","78519","6.8","3.2","2451940","5,698,729"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","30 - May 12-24, 2021","397762","124029","6.6","2.1","5983000","10,246,241"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","30 - May 12-24, 2021","178129","90475","7.4","3.6","2399906","4,896,609"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","30 - May 12-24, 2021","610874","223730","8.1","2.9","7531129","14,240,054"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","30 - May 12-24, 2021","138461","47546","5.6","1.9","2455782","4,952,230"
"Phoenix-Mesa-Chandler, AZ Metro Area","30 - May 12-24, 2021","99802","38064","4.2","1.6","2354629","4,169,340"
"Riverside-San Bernardino-Ontario, CA Metro Area","30 - May 12-24, 2021","218452","107824","10.3","5","2122543","4,330,188"
"San Francisco-Oakland-Berkeley, CA Metro Area","30 - May 12-24, 2021","79967","35061","3.9","1.6","2060877","3,515,461"
"Seattle-Tacoma-Bellevue, WA Metro Area","30 - May 12-24, 2021","63196","19288","3.1","1","2071493","3,147,099"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","30 - May 12-24, 2021","176353","57169","6.1","1.9","2894481","4,552,567"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","29 - April 28 - May 10, 2021","298457","124793","11","4.5","2713121","5,016,640"
"Boston-Cambridge-Newton, MA-NH Metro Area","29 - April 28 - May 10, 2021","83305","38357","4.2","1.9","1966789","3,684,022"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","29 - April 28 - May 10, 2021","145957","63384","4","1.7","3663020","6,948,668"
"Dallas-Fort Worth-Arlington, TX Metro Area","29 - April 28 - May 10, 2021","204485","97193","6.6","3","3082255","6,123,103"
"Detroit-Warren-Dearborn, MI Metro Area","29 - April 28 - May 10, 2021","68600","34114","4","1.9","1706715","3,435,459"
"Houston-The Woodlands-Sugar Land, TX Metro Area","29 - April 28 - May 10, 2021","125412","41764","5.3","1.7","2366469","5,219,835"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","29 - April 28 - May 10, 2021","475333","151830","8.3","2.6","5731405","10,320,141"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","29 - April 28 - May 10, 2021","170265","85395","7.5","3.6","2262805","4,627,510"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","29 - April 28 - May 10, 2021","529460","162523","7.7","2.2","6914612","13,961,419"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","29 - April 28 - May 10, 2021","170862","79484","6.6","2.9","2599583","4,986,704"
"Phoenix-Mesa-Chandler, AZ Metro Area","29 - April 28 - May 10, 2021","46600","33393","2.1","1.5","2216667","3,946,668"
"Riverside-San Bernardino-Ontario, CA Metro Area","29 - April 28 - May 10, 2021","161678","87738","7.5","3.5","2160174","3,882,410"
"San Francisco-Oakland-Berkeley, CA Metro Area","29 - April 28 - May 10, 2021","105623","59156","5.4","2.8","1945895","3,257,117"
"Seattle-Tacoma-Bellevue, WA Metro Area","29 - April 28 - May 10, 2021","76207","31992","3.9","1.6","1955648","3,144,327"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","29 - April 28 - May 10, 2021","128827","40965","4.6","1.4","2776760","4,556,347"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","28 - April 14-26, 2021","330991","141541","13","4.7","2548076","4,634,898"
"Boston-Cambridge-Newton, MA-NH Metro Area","28 - April 14-26, 2021","68325","37658","3.1","1.7","2202933","3,791,870"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","28 - April 14-26, 2021","212550","73599","5.9","2","3630983","6,816,773"
"Dallas-Fort Worth-Arlington, TX Metro Area","28 - April 14-26, 2021","130109","54264","4.4","1.9","2967959","6,142,202"
"Detroit-Warren-Dearborn, MI Metro Area","28 - April 14-26, 2021","141869","73655","7.8","3.8","1822100","3,556,059"
"Houston-The Woodlands-Sugar Land, TX Metro Area","28 - April 14-26, 2021","193435","99508","6.7","3.2","2868230","5,840,309"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","28 - April 14-26, 2021","459018","210390","8","3.5","5750607","10,546,436"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","28 - April 14-26, 2021","204434","74308","9.1","3.2","2238361","4,845,181"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","28 - April 14-26, 2021","706139","191295","9.7","2.5","7249133","13,351,604"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","28 - April 14-26, 2021","110583","43594","4.4","1.7","2501644","4,856,749"
"Phoenix-Mesa-Chandler, AZ Metro Area","28 - April 14-26, 2021","82427","43280","3.8","2","2188798","3,988,632"
"Riverside-San Bernardino-Ontario, CA Metro Area","28 - April 14-26, 2021","103451","56898","5","2.6","2073587","4,361,997"
"San Francisco-Oakland-Berkeley, CA Metro Area","28 - April 14-26, 2021","109441","59324","5.1","2.6","2134196","3,508,705"
"Seattle-Tacoma-Bellevue, WA Metro Area","28 - April 14-26, 2021","41110","18854","2.1","1","1970699","3,399,514"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","28 - April 14-26, 2021","142864","48091","5.2","1.7","2746978","4,710,513"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","27 - March 17-29, 2021","193221","65659","7.4","2.3","2620242","4,639,589"
"Boston-Cambridge-Newton, MA-NH Metro Area","27 - March 17-29, 2021","73949","36298","3.3","1.6","2213145","3,773,193"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","27 - March 17-29, 2021","299648","90862","7.6","2.2","3936918","7,157,117"
"Dallas-Fort Worth-Arlington, TX Metro Area","27 - March 17-29, 2021","123682","41812","4","1.4","3095283","5,931,104"
"Detroit-Warren-Dearborn, MI Metro Area","27 - March 17-29, 2021","62632","29621","3.5","1.7","1771425","3,525,203"
"Houston-The Woodlands-Sugar Land, TX Metro Area","27 - March 17-29, 2021","165521","80768","5.6","2.7","2957340","5,762,260"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","27 - March 17-29, 2021","587575","212013","9.7","3.2","6052808","10,845,198"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","27 - March 17-29, 2021","268875","133103","11.6","5.1","2319617","4,856,712"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","27 - March 17-29, 2021","683363","215772","8.9","2.7","7635677","14,022,044"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","27 - March 17-29, 2021","160832","63162","6.1","2.2","2642120","4,975,128"
"Phoenix-Mesa-Chandler, AZ Metro Area","27 - March 17-29, 2021","83418","35530","3.8","1.6","2218185","3,786,434"
"Riverside-San Bernardino-Ontario, CA Metro Area","27 - March 17-29, 2021","162176","74244","8.5","3.3","1898592","3,649,386"
"San Francisco-Oakland-Berkeley, CA Metro Area","27 - March 17-29, 2021","73628","37605","3.9","1.9","1878575","3,343,143"
"Seattle-Tacoma-Bellevue, WA Metro Area","27 - March 17-29, 2021","112057","42723","5.1","1.9","2193289","3,358,246"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","27 - March 17-29, 2021","122771","33411","4.3","1.2","2844990","4,482,601"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","26 - March 3-15, 2021","109795","47990","4.3","1.9","2567670","4,540,067"
"Boston-Cambridge-Newton, MA-NH Metro Area","26 - March 3-15, 2021","113327","35986","5.1","1.6","2240476","3,686,371"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","26 - March 3-15, 2021","373175","99137","9.7","2.4","3848683","6,959,475"
"Dallas-Fort Worth-Arlington, TX Metro Area","26 - March 3-15, 2021","288078","104922","8.8","3","3283216","6,214,726"
"Detroit-Warren-Dearborn, MI Metro Area","26 - March 3-15, 2021","126802","53477","7.3","3.1","1747791","3,480,043"
"Houston-The Woodlands-Sugar Land, TX Metro Area","26 - March 3-15, 2021","344863","106053","13.5","3.9","2560589","5,282,533"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","26 - March 3-15, 2021","515494","168688","8.7","2.7","5958710","10,113,014"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","26 - March 3-15, 2021","310438","121097","11.6","4.4","2676638","5,150,252"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","26 - March 3-15, 2021","781427","267254","9.7","3.2","8080444","14,641,962"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","26 - March 3-15, 2021","201857","65214","8.1","2.6","2487553","4,743,229"
"Phoenix-Mesa-Chandler, AZ Metro Area","26 - March 3-15, 2021","137769","70746","6.2","3.2","2220771","3,889,420"
"Riverside-San Bernardino-Ontario, CA Metro Area","26 - March 3-15, 2021","174288","50894","6.8","2","2562391","4,138,205"
"San Francisco-Oakland-Berkeley, CA Metro Area","26 - March 3-15, 2021","90986","46422","4.1","2.1","2196914","3,697,182"
"Seattle-Tacoma-Bellevue, WA Metro Area","26 - March 3-15, 2021","113949","45757","5.7","2.2","1997799","3,035,790"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","26 - March 3-15, 2021","187915","53316","6.7","1.8","2801090","4,500,773"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","25 - February 17 - March 1, 2021","296644","128317","11.8","4.7","2514359","4,184,661"
"Boston-Cambridge-Newton, MA-NH Metro Area","25 - February 17 - March 1, 2021","168449","63669","7.3","2.7","2300328","3,893,837"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","25 - February 17 - March 1, 2021","361313","125088","9.5","3.1","3809201","6,970,345"
"Dallas-Fort Worth-Arlington, TX Metro Area","25 - February 17 - March 1, 2021","268521","119522","8.3","3.5","3236491","6,156,444"
"Detroit-Warren-Dearborn, MI Metro Area","25 - February 17 - March 1, 2021","80268","33089","4.7","1.9","1706148","3,382,799"
"Houston-The Woodlands-Sugar Land, TX Metro Area","25 - February 17 - March 1, 2021","304658","95799","12.8","3.6","2372163","5,090,334"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","25 - February 17 - March 1, 2021","511267","127319","8.4","2","6053343","10,339,153"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","25 - February 17 - March 1, 2021","152914","56850","6.4","2.5","2396031","5,053,339"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","25 - February 17 - March 1, 2021","937137","238519","11.9","3","7887151","14,117,378"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","25 - February 17 - March 1, 2021","265544","81785","9.2","2.8","2871704","5,082,383"
"Phoenix-Mesa-Chandler, AZ Metro Area","25 - February 17 - March 1, 2021","145933","58692","6.1","2.4","2373490","3,936,869"
"Riverside-San Bernardino-Ontario, CA Metro Area","25 - February 17 - March 1, 2021","174626","77119","7.5","2.9","2321698","3,881,838"
"San Francisco-Oakland-Berkeley, CA Metro Area","25 - February 17 - March 1, 2021","202278","117824","8.9","4.8","2277415","3,629,789"
"Seattle-Tacoma-Bellevue, WA Metro Area","25 - February 17 - March 1, 2021","96961","34422","4.3","1.5","2245815","3,332,032"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","25 - February 17 - March 1, 2021","208108","50552","7.1","1.7","2918444","4,528,734"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","24 - February 3-15, 2021","209823","63430","8.4","2.5","2500814","4,529,969"
"Boston-Cambridge-Newton, MA-NH Metro Area","24 - February 3-15, 2021","97719","33074","4.3","1.4","2255540","3,793,905"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","24 - February 3-15, 2021","394683","111789","10.2","2.9","3885340","7,190,257"
"Dallas-Fort Worth-Arlington, TX Metro Area","24 - February 3-15, 2021","244638","76812","6.9","2.1","3542406","5,972,635"
"Detroit-Warren-Dearborn, MI Metro Area","24 - February 3-15, 2021","209570","67927","11.7","3.6","1792197","3,427,819"
"Houston-The Woodlands-Sugar Land, TX Metro Area","24 - February 3-15, 2021","409248","157685","14.7","4.9","2783085","5,329,010"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","24 - February 3-15, 2021","769150","212915","11.4","2.9","6736254","10,527,179"
