LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Oklahoma,20 to 24,2017,Percent,0.18
State,Oklahoma,16 to 24,2017,Percent,0.13
State,Oklahoma,16 to 19,2017,Percent,0.08
State,Ohio,20 to 24,2017,Percent,0.15
State,Ohio,16 to 24,2017,Percent,0.1
State,Ohio,16 to 19,2017,Percent,0.05
State,North Dakota,20 to 24,2017,Percent,0.08
State,North Dakota,16 to 24,2017,Percent,0.07
State,North Dakota,16 to 19,2017,Percent,0.04
State,North Carolina,20 to 24,2017,Percent,0.16
State,North Carolina,16 to 24,2017,Percent,0.12
State,North Carolina,16 to 19,2017,Percent,0.07
State,New York,20 to 24,2017,Percent,0.15
State,New York,16 to 24,2017,Percent,0.11
State,New York,16 to 19,2017,Percent,0.06
State,New Mexico,20 to 24,2017,Percent,0.21
State,New Mexico,16 to 24,2017,Percent,0.16
State,New Mexico,16 to 19,2017,Percent,0.1
State,New Jersey,20 to 24,2017,Percent,0.13
State,New Jersey,16 to 24,2017,Percent,0.1
State,New Jersey,16 to 19,2017,Percent,0.07
State,New Hampshire,20 to 24,2017,Percent,0.09
State,New Hampshire,16 to 24,2017,Percent,0.08
State,New Hampshire,16 to 19,2017,Percent,0.05
State,Nevada,20 to 24,2017,Percent,0.19
State,Nevada,16 to 24,2017,Percent,0.15
State,Nevada,16 to 19,2017,Percent,0.09
State,Nebraska,20 to 24,2017,Percent,0.1
State,Nebraska,16 to 24,2017,Percent,0.08
State,Nebraska,16 to 19,2017,Percent,0.05
State,Montana,20 to 24,2017,Percent,0.13
State,Montana,16 to 24,2017,Percent,0.1
State,Montana,16 to 19,2017,Percent,0.07
State,Missouri,20 to 24,2017,Percent,0.13
State,Missouri,16 to 24,2017,Percent,0.1
State,Missouri,16 to 19,2017,Percent,0.06
State,Mississippi,20 to 24,2017,Percent,0.23
State,Mississippi,16 to 24,2017,Percent,0.16
State,Mississippi,16 to 19,2017,Percent,0.08
State,Minnesota,20 to 24,2017,Percent,0.08
State,Minnesota,16 to 24,2017,Percent,0.06
State,Minnesota,16 to 19,2017,Percent,0.04
State,Michigan,20 to 24,2017,Percent,0.15
State,Michigan,16 to 24,2017,Percent,0.11
State,Michigan,16 to 19,2017,Percent,0.06
State,Massachusetts,20 to 24,2017,Percent,0.1
State,Massachusetts,16 to 24,2017,Percent,0.07
State,Massachusetts,16 to 19,2017,Percent,0.04
State,Maryland,20 to 24,2017,Percent,0.14
State,Maryland,16 to 24,2017,Percent,0.11
State,Maryland,16 to 19,2017,Percent,0.06
State,Maine,20 to 24,2017,Percent,0.14
State,Maine,16 to 24,2017,Percent,0.09
State,Maine,16 to 19,2017,Percent,0.05
State,Louisiana,20 to 24,2017,Percent,0.22
State,Louisiana,16 to 24,2017,Percent,0.17
State,Louisiana,16 to 19,2017,Percent,0.1
State,Kentucky,20 to 24,2017,Percent,0.19
State,Kentucky,16 to 24,2017,Percent,0.13
State,Kentucky,16 to 19,2017,Percent,0.07
State,Kansas,20 to 24,2017,Percent,0.13
State,Kansas,16 to 24,2017,Percent,0.09
State,Kansas,16 to 19,2017,Percent,0.05
State,Iowa,20 to 24,2017,Percent,0.1
State,Iowa,16 to 24,2017,Percent,0.08
State,Iowa,16 to 19,2017,Percent,0.05
State,Indiana,20 to 24,2017,Percent,0.15
State,Indiana,16 to 24,2017,Percent,0.12
State,Indiana,16 to 19,2017,Percent,0.07
State,Illinois,20 to 24,2017,Percent,0.15
State,Illinois,16 to 24,2017,Percent,0.11
State,Illinois,16 to 19,2017,Percent,0.06
State,Idaho,20 to 24,2017,Percent,0.18
State,Idaho,16 to 24,2017,Percent,0.12
State,Idaho,16 to 19,2017,Percent,0.06
State,Hawaii,20 to 24,2017,Percent,0.12
State,Hawaii,16 to 24,2017,Percent,0.11
State,Hawaii,16 to 19,2017,Percent,0.09
State,Georgia,20 to 24,2017,Percent,0.17
State,Georgia,16 to 24,2017,Percent,0.13
State,Georgia,16 to 19,2017,Percent,0.08
State,Florida,20 to 24,2017,Percent,0.15
State,Florida,16 to 24,2017,Percent,0.12
State,Florida,16 to 19,2017,Percent,0.07
City,District of Columbia,20 to 24,2017,Percent,0.15
City,District of Columbia,16 to 24,2017,Percent,0.12
City,District of Columbia,16 to 19,2017,Percent,0.08
State,Delaware,20 to 24,2017,Percent,0.18
State,Delaware,16 to 24,2017,Percent,0.12
State,Delaware,16 to 19,2017,Percent,0.06
State,Connecticut,20 to 24,2017,Percent,0.14
State,Connecticut,16 to 24,2017,Percent,0.1
State,Connecticut,16 to 19,2017,Percent,0.05
State,Colorado,20 to 24,2017,Percent,0.11
State,Colorado,16 to 24,2017,Percent,0.09
State,Colorado,16 to 19,2017,Percent,0.05
State,California,20 to 24,2017,Percent,0.15
State,California,16 to 24,2017,Percent,0.11
State,California,16 to 19,2017,Percent,0.07
State,Arkansas,20 to 24,2017,Percent,0.2
State,Arkansas,16 to 24,2017,Percent,0.15
State,Arkansas,16 to 19,2017,Percent,0.08
State,Arizona,20 to 24,2017,Percent,0.16
State,Arizona,16 to 24,2017,Percent,0.13
State,Arizona,16 to 19,2017,Percent,0.08
State,Alaska,20 to 24,2017,Percent,0.2
State,Alaska,16 to 24,2017,Percent,0.14
State,Alaska,16 to 19,2017,Percent,0.07
State,Alabama,20 to 24,2017,Percent,0.2
State,Alabama,16 to 24,2017,Percent,0.15
State,Alabama,16 to 19,2017,Percent,0.09
Nation,United States,20 to 24,2017,Percent,0.15
Nation,United States,16 to 24,2017,Percent,0.11
Nation,United States,16 to 19,2017,Percent,0.07
Nation,United States,16 to 24,2022,Percent,0.11
Nation,United States,20 to 24,2022,Percent,0.14
Nation,United States,16 to 19,2022,Percent,0.07
State,Alabama,16 to 24,2022,Percent,0.12
State,Alabama,20 to 24,2022,Percent,0.16
State,Alabama,16 to 19,2022,Percent,0.07
State,Alaska,16 to 24,2022,Percent,0.15
State,Alaska,20 to 24,2022,Percent,0.19
State,Alaska,16 to 19,2022,Percent,0.08
State,Arizona,16 to 24,2022,Percent,0.12
State,Arizona,20 to 24,2022,Percent,0.15
State,Arizona,16 to 19,2022,Percent,0.08
State,Arkansas,16 to 24,2022,Percent,0.15
State,Arkansas,20 to 24,2022,Percent,0.19
State,Arkansas,16 to 19,2022,Percent,0.11
State,California,16 to 24,2022,Percent,0.11
State,California,20 to 24,2022,Percent,0.15
State,California,16 to 19,2022,Percent,0.06
State,Colorado,16 to 24,2022,Percent,0.09
State,Colorado,20 to 24,2022,Percent,0.11
State,Colorado,16 to 19,2022,Percent,0.06
State,Connecticut,16 to 24,2022,Percent,0.1
State,Connecticut,20 to 24,2022,Percent,0.14
State,Connecticut,16 to 19,2022,Percent,0.05
State,Delaware,16 to 24,2022,Percent,0.08
State,Delaware,20 to 24,2022,Percent,0.13
State,Delaware,16 to 19,2022,Percent,0.03
City,District of Columbia,16 to 24,2022,Percent,0.07
City,District of Columbia,20 to 24,2022,Percent,0.09
City,District of Columbia,16 to 19,2022,Percent,0.03
State,Florida,16 to 24,2022,Percent,0.11
State,Florida,20 to 24,2022,Percent,0.15
State,Florida,16 to 19,2022,Percent,0.07
State,Georgia,16 to 24,2022,Percent,0.12
State,Georgia,20 to 24,2022,Percent,0.15
State,Georgia,16 to 19,2022,Percent,0.07
State,Hawaii,16 to 24,2022,Percent,0.1
State,Hawaii,20 to 24,2022,Percent,0.13
State,Hawaii,16 to 19,2022,Percent,0.07
State,Illinois,16 to 24,2022,Percent,0.11
State,Illinois,20 to 24,2022,Percent,0.14
State,Illinois,16 to 19,2022,Percent,0.06
State,Idaho,16 to 24,2022,Percent,0.1
State,Idaho,20 to 24,2022,Percent,0.12
State,Idaho,16 to 19,2022,Percent,0.07
State,Indiana,16 to 24,2022,Percent,0.1
State,Indiana,20 to 24,2022,Percent,0.14
State,Indiana,16 to 19,2022,Percent,0.05
State,Iowa,16 to 24,2022,Percent,0.07
State,Iowa,20 to 24,2022,Percent,0.1
State,Iowa,16 to 19,2022,Percent,0.04
State,Kansas,16 to 24,2022,Percent,0.1
State,Kansas,20 to 24,2022,Percent,0.12
State,Kansas,16 to 19,2022,Percent,0.06
State,Kentucky,16 to 24,2022,Percent,0.14
State,Kentucky,20 to 24,2022,Percent,0.18
State,Kentucky,16 to 19,2022,Percent,0.08
State,Louisiana,16 to 24,2022,Percent,0.15
State,Louisiana,20 to 24,2022,Percent,0.2
State,Louisiana,16 to 19,2022,Percent,0.09
State,Maine,16 to 24,2022,Percent,0.1
State,Maine,20 to 24,2022,Percent,0.13
State,Maine,16 to 19,2022,Percent,0.06
State,Maryland,16 to 24,2022,Percent,0.1
State,Maryland,20 to 24,2022,Percent,0.13
State,Maryland,16 to 19,2022,Percent,0.06
State,Massachusetts,16 to 24,2022,Percent,0.07
State,Massachusetts,20 to 24,2022,Percent,0.1
State,Massachusetts,16 to 19,2022,Percent,0.04
State,Michigan,16 to 24,2022,Percent,0.11
State,Michigan,20 to 24,2022,Percent,0.14
State,Michigan,16 to 19,2022,Percent,0.07
State,Minnesota,16 to 24,2022,Percent,0.08
State,Minnesota,20 to 24,2022,Percent,0.1
State,Minnesota,16 to 19,2022,Percent,0.05
State,Mississippi,16 to 24,2022,Percent,0.15
State,Mississippi,20 to 24,2022,Percent,0.2
State,Mississippi,16 to 19,2022,Percent,0.1
State,Missouri,16 to 24,2022,Percent,0.1
State,Missouri,20 to 24,2022,Percent,0.12
State,Missouri,16 to 19,2022,Percent,0.07
State,Montana,16 to 24,2022,Percent,0.1
State,Montana,20 to 24,2022,Percent,0.11
State,Montana,16 to 19,2022,Percent,0.08
State,Nebraska,16 to 24,2022,Percent,0.06
State,Nebraska,20 to 24,2022,Percent,0.09
State,Nebraska,16 to 19,2022,Percent,0.03
State,Nevada,16 to 24,2022,Percent,0.15
State,Nevada,20 to 24,2022,Percent,0.19
State,Nevada,16 to 19,2022,Percent,0.09
State,New Hampshire,16 to 24,2022,Percent,0.07
State,New Hampshire,20 to 24,2022,Percent,0.1
State,New Hampshire,16 to 19,2022,Percent,0.04
State,New Jersey,16 to 24,2022,Percent,0.09
State,New Jersey,20 to 24,2022,Percent,0.13
State,New Jersey,16 to 19,2022,Percent,0.05
State,New Mexico,16 to 24,2022,Percent,0.15
State,New Mexico,20 to 24,2022,Percent,0.19
State,New Mexico,16 to 19,2022,Percent,0.09
State,New York,16 to 24,2022,Percent,0.11
State,New York,20 to 24,2022,Percent,0.15
State,New York,16 to 19,2022,Percent,0.06
State,North Carolina,16 to 24,2022,Percent,0.11
State,North Carolina,20 to 24,2022,Percent,0.14
State,North Carolina,16 to 19,2022,Percent,0.06
State,North Dakota,16 to 24,2022,Percent,0.05
State,North Dakota,20 to 24,2022,Percent,0.06
State,North Dakota,16 to 19,2022,Percent,0.04
State,Ohio,16 to 24,2022,Percent,0.11
State,Ohio,20 to 24,2022,Percent,0.14
State,Ohio,16 to 19,2022,Percent,0.06
State,Oklahoma,16 to 24,2022,Percent,0.12
State,Oklahoma,20 to 24,2022,Percent,0.15
State,Oklahoma,16 to 19,2022,Percent,0.08
State,Oregon,16 to 24,2022,Percent,0.11
State,Oregon,20 to 24,2022,Percent,0.15
State,Oregon,16 to 19,2022,Percent,0.06
State,Pennsylvania,16 to 24,2022,Percent,0.1
State,Pennsylvania,20 to 24,2022,Percent,0.13
State,Pennsylvania,16 to 19,2022,Percent,0.06
State,Rhode Island,16 to 24,2022,Percent,0.08
State,Rhode Island,20 to 24,2022,Percent,0.12
State,Rhode Island,16 to 19,2022,Percent,0.03
State,South Carolina,16 to 24,2022,Percent,0.12
State,South Carolina,20 to 24,2022,Percent,0.15
State,South Carolina,16 to 19,2022,Percent,0.09
State,South Dakota,16 to 24,2022,Percent,0.09
State,South Dakota,20 to 24,2022,Percent,0.14
State,South Dakota,16 to 19,2022,Percent,0.04
State,Tennessee,16 to 24,2022,Percent,0.12
State,Tennessee,20 to 24,2022,Percent,0.15
State,Tennessee,16 to 19,2022,Percent,0.07
State,Texas,16 to 24,2022,Percent,0.13
State,Texas,20 to 24,2022,Percent,0.16
State,Texas,16 to 19,2022,Percent,0.08
State,Utah,16 to 24,2022,Percent,0.09
State,Utah,20 to 24,2022,Percent,0.11
State,Utah,16 to 19,2022,Percent,0.05
State,Vermont,16 to 24,2022,Percent,0.07
State,Vermont,20 to 24,2022,Percent,0.08
State,Vermont,16 to 19,2022,Percent,0.06
State,Virginia,16 to 24,2022,Percent,0.1
State,Virginia,20 to 24,2022,Percent,0.13
State,Virginia,16 to 19,2022,Percent,0.07
State,West Virginia,16 to 24,2022,Percent,0.14
State,West Virginia,20 to 24,2022,Percent,0.17
State,West Virginia,16 to 19,2022,Percent,0.1
State,Washington,16 to 24,2022,Percent,0.11
State,Washington,20 to 24,2022,Percent,0.14
State,Washington,16 to 19,2022,Percent,0.08
State,Wisconsin,16 to 24,2022,Percent,0.08
State,Wisconsin,20 to 24,2022,Percent,0.11
State,Wisconsin,16 to 19,2022,Percent,0.05
State,Wyoming,16 to 24,2022,Percent,0.1
State,Wyoming,20 to 24,2022,Percent,0.13
State,Wyoming,16 to 19,2022,Percent,0.05
Territory,Puerto Rico,16 to 24,2022,Percent,0.19
Territory,Puerto Rico,20 to 24,2022,Percent,0.23
Territory,Puerto Rico,16 to 19,2022,Percent,0.13
Territory,Puerto Rico,16 to 19,2022,Number,21000
Territory,Puerto Rico,20 to 24,2022,Number,51000
Territory,Puerto Rico,16 to 24,2022,Number,71000
State,Wisconsin,16 to 19,2022,Number,14000
State,Wisconsin,20 to 24,2022,Number,43000
State,Wisconsin,16 to 24,2022,Number,58000
State,Wyoming,16 to 19,2022,Number,2000
State,Wyoming,20 to 24,2022,Number,5000
State,Wyoming,16 to 24,2022,Number,6000
State,Washington,16 to 19,2022,Number,28000
State,Washington,20 to 24,2022,Number,68000
State,Washington,16 to 24,2022,Number,96000
State,West Virginia,16 to 19,2022,Number,9000
State,West Virginia,20 to 24,2022,Number,19000
State,West Virginia,16 to 24,2022,Number,28000
State,Virginia,16 to 19,2022,Number,30000
State,Virginia,20 to 24,2022,Number,76000
State,Virginia,16 to 24,2022,Number,106000
State,Vermont,16 to 19,2022,Number,2000
State,Vermont,20 to 24,2022,Number,4000
State,Vermont,16 to 24,2022,Number,6000
State,Utah,16 to 19,2022,Number,11000
State,Utah,20 to 24,2022,Number,34000
State,Utah,16 to 24,2022,Number,45000
State,Texas,16 to 19,2022,Number,138000
State,Texas,20 to 24,2022,Number,348000
State,Texas,16 to 24,2022,Number,486000
State,Tennessee,16 to 19,2022,Number,26000
State,Tennessee,20 to 24,2022,Number,70000
State,Tennessee,16 to 24,2022,Number,96000
State,South Dakota,16 to 19,2022,Number,2000
State,South Dakota,20 to 24,2022,Number,8000
State,South Dakota,16 to 24,2022,Number,10000
State,South Carolina,16 to 19,2022,Number,25000
State,South Carolina,20 to 24,2022,Number,52000
State,South Carolina,16 to 24,2022,Number,77000
State,Rhode Island,16 to 19,2022,Number,2000
State,Rhode Island,20 to 24,2022,Number,9000
State,Rhode Island,16 to 24,2022,Number,11000
State,Pennsylvania,16 to 19,2022,Number,41000
State,Pennsylvania,20 to 24,2022,Number,105000
State,Pennsylvania,16 to 24,2022,Number,146000
State,Oregon,16 to 19,2022,Number,12000
State,Oregon,20 to 24,2022,Number,39000
State,Oregon,16 to 24,2022,Number,51000
State,Oklahoma,16 to 19,2022,Number,19000
State,Oklahoma,20 to 24,2022,Number,45000
State,Oklahoma,16 to 24,2022,Number,63000
State,Ohio,16 to 19,2022,Number,37000
State,Ohio,20 to 24,2022,Number,111000
State,Ohio,16 to 24,2022,Number,147000
State,North Dakota,16 to 19,2022,Number,2000
State,North Dakota,20 to 24,2022,Number,3000
State,North Dakota,16 to 24,2022,Number,5000
State,North Carolina,16 to 19,2022,Number,34000
State,North Carolina,20 to 24,2022,Number,104000
State,North Carolina,16 to 24,2022,Number,138000
State,New York,16 to 19,2022,Number,58000
State,New York,20 to 24,2022,Number,192000
State,New York,16 to 24,2022,Number,250000
State,New Mexico,16 to 19,2022,Number,10000
State,New Mexico,20 to 24,2022,Number,28000
State,New Mexico,16 to 24,2022,Number,38000
State,New Jersey,16 to 19,2022,Number,21000
State,New Jersey,20 to 24,2022,Number,75000
State,New Jersey,16 to 24,2022,Number,96000
State,New Hampshire,16 to 19,2022,Number,3000
State,New Hampshire,20 to 24,2022,Number,8000
State,New Hampshire,16 to 24,2022,Number,11000
State,Nevada,16 to 19,2022,Number,14000
State,Nevada,20 to 24,2022,Number,37000
State,Nevada,16 to 24,2022,Number,51000
State,Nebraska,16 to 19,2022,Number,3000
State,Nebraska,20 to 24,2022,Number,12000
State,Nebraska,16 to 24,2022,Number,15000
State,Montana,16 to 19,2022,Number,4000
State,Montana,20 to 24,2022,Number,9000
State,Montana,16 to 24,2022,Number,13000
State,Missouri,16 to 19,2022,Number,24000
State,Missouri,20 to 24,2022,Number,50000
State,Missouri,16 to 24,2022,Number,74000
State,Mississippi,16 to 19,2022,Number,16000
State,Mississippi,20 to 24,2022,Number,41000
State,Mississippi,16 to 24,2022,Number,57000
State,Minnesota,16 to 19,2022,Number,14000
State,Minnesota,20 to 24,2022,Number,36000
State,Minnesota,16 to 24,2022,Number,50000
State,Michigan,16 to 19,2022,Number,33000
State,Michigan,20 to 24,2022,Number,95000
State,Michigan,16 to 24,2022,Number,128000
State,Massachusetts,16 to 19,2022,Number,15000
State,Massachusetts,20 to 24,2022,Number,49000
State,Massachusetts,16 to 24,2022,Number,64000
State,Maine,16 to 19,2022,Number,4000
State,Maine,20 to 24,2022,Number,10000
State,Maine,16 to 24,2022,Number,14000
State,Maryland,16 to 19,2022,Number,19000
State,Maryland,20 to 24,2022,Number,51000
State,Maryland,16 to 24,2022,Number,69000
State,Kentucky,16 to 19,2022,Number,19000
State,Kentucky,20 to 24,2022,Number,55000
State,Kentucky,16 to 24,2022,Number,74000
State,Louisiana,16 to 19,2022,Number,22000
State,Louisiana,20 to 24,2022,Number,64000
State,Louisiana,16 to 24,2022,Number,86000
State,Iowa,16 to 19,2022,Number,7000
State,Iowa,20 to 24,2022,Number,23000
State,Iowa,16 to 24,2022,Number,30000
State,Kansas,16 to 19,2022,Number,10000
State,Kansas,20 to 24,2022,Number,27000
State,Kansas,16 to 24,2022,Number,37000
State,Indiana,16 to 19,2022,Number,21000
State,Indiana,20 to 24,2022,Number,70000
State,Indiana,16 to 24,2022,Number,90000
State,Illinois,16 to 19,2022,Number,43000
State,Illinois,20 to 24,2022,Number,120000
State,Illinois,16 to 24,2022,Number,162000
State,Idaho,16 to 19,2022,Number,8000
State,Idaho,20 to 24,2022,Number,17000
State,Idaho,16 to 24,2022,Number,25000
State,Hawaii,16 to 19,2022,Number,4000
State,Hawaii,20 to 24,2022,Number,12000
State,Hawaii,16 to 24,2022,Number,16000
State,Georgia,16 to 19,2022,Number,44000
State,Georgia,20 to 24,2022,Number,118000
State,Georgia,16 to 24,2022,Number,162000
State,Florida,16 to 19,2022,Number,70000
State,Florida,20 to 24,2022,Number,197000
State,Florida,16 to 24,2022,Number,268000
City,District of Columbia,16 to 19,2022,Number,1000
City,District of Columbia,20 to 24,2022,Number,4000
City,District of Columbia,16 to 24,2022,Number,5000
State,Delaware,16 to 19,2022,Number,2000
State,Delaware,20 to 24,2022,Number,8000
State,Delaware,16 to 24,2022,Number,9000
State,Connecticut,16 to 19,2022,Number,9000
State,Connecticut,20 to 24,2022,Number,33000
State,Connecticut,16 to 24,2022,Number,42000
State,Colorado,16 to 19,2022,Number,18000
State,Colorado,20 to 24,2022,Number,42000
State,Colorado,16 to 24,2022,Number,60000
State,California,16 to 19,2022,Number,130000
State,California,20 to 24,2022,Number,392000
State,California,16 to 24,2022,Number,522000
State,Arkansas,16 to 19,2022,Number,18000
State,Arkansas,20 to 24,2022,Number,40000
State,Arkansas,16 to 24,2022,Number,58000
State,Arizona,16 to 19,2022,Number,31000
State,Arizona,20 to 24,2022,Number,77000
State,Arizona,16 to 24,2022,Number,108000
State,Alaska,16 to 19,2022,Number,3000
State,Alaska,20 to 24,2022,Number,10000
State,Alaska,16 to 24,2022,Number,13000
State,Alabama,16 to 19,2022,Number,18000
State,Alabama,20 to 24,2022,Number,55000
State,Alabama,16 to 24,2022,Number,73000
Nation,United States,16 to 19,2022,Number,1149000
Nation,United States,20 to 24,2022,Number,3200000
Nation,United States,16 to 24,2022,Number,4349000
State,Alabama,16 to 24,2019,Number,74000
State,Alabama,20 to 24,2019,Number,57000
State,Alabama,16 to 19,2019,Number,18000
Nation,United States,16 to 24,2019,Number,4109000
Nation,United States,20 to 24,2019,Number,2994000
Nation,United States,16 to 19,2019,Number,1115000
State,Alaska,16 to 24,2019,Number,13000
State,Alaska,20 to 24,2019,Number,9000
State,Alaska,16 to 19,2019,Number,5000
State,Arizona,16 to 24,2019,Number,106000
State,Arizona,20 to 24,2019,Number,77000
State,Arizona,16 to 19,2019,Number,29000
State,Arkansas,16 to 24,2019,Number,46000
State,Arkansas,20 to 24,2019,Number,35000
State,Arkansas,16 to 19,2019,Number,11000
State,California,16 to 24,2019,Number,482000
State,California,20 to 24,2019,Number,359000
State,California,16 to 19,2019,Number,124000
State,Colorado,16 to 24,2019,Number,58000
State,Colorado,20 to 24,2019,Number,42000
State,Colorado,16 to 19,2019,Number,15000
State,Connecticut,16 to 24,2019,Number,36000
State,Connecticut,20 to 24,2019,Number,28000
State,Connecticut,16 to 19,2019,Number,8000
State,Delaware,16 to 24,2019,Number,11000
State,Delaware,20 to 24,2019,Number,8000
State,Delaware,16 to 19,2019,Number,3000
City,District of Columbia,16 to 24,2019,Number,12000
City,District of Columbia,20 to 24,2019,Number,9000
City,District of Columbia,16 to 19,2019,Number,3000
State,Florida,16 to 24,2019,Number,249000
State,Florida,20 to 24,2019,Number,183000
State,Florida,16 to 19,2019,Number,67000
State,Georgia,16 to 24,2019,Number,169000
State,Georgia,20 to 24,2019,Number,121000
State,Georgia,16 to 19,2019,Number,48000
State,Hawaii,16 to 24,2019,Number,17000
State,Hawaii,20 to 24,2019,Number,11000
State,Hawaii,16 to 19,2019,Number,6000
State,Idaho,16 to 24,2019,Number,20000
State,Idaho,20 to 24,2019,Number,15000
State,Idaho,16 to 19,2019,Number,5000
State,Illinois,16 to 24,2019,Number,156000
State,Illinois,20 to 24,2019,Number,117000
State,Illinois,16 to 19,2019,Number,40000
State,Indiana,16 to 24,2019,Number,90000
State,Indiana,20 to 24,2019,Number,65000
State,Indiana,16 to 19,2019,Number,25000
State,Iowa,16 to 24,2019,Number,34000
State,Iowa,20 to 24,2019,Number,23000
State,Iowa,16 to 19,2019,Number,12000
State,Kentucky,16 to 24,2019,Number,70000
State,Kentucky,20 to 24,2019,Number,52000
State,Kentucky,16 to 19,2019,Number,18000
State,Kansas,16 to 24,2019,Number,33000
State,Kansas,20 to 24,2019,Number,25000
State,Kansas,16 to 19,2019,Number,9000
State,Louisiana,16 to 24,2019,Number,76000
State,Louisiana,20 to 24,2019,Number,54000
State,Louisiana,16 to 19,2019,Number,23000
State,Maryland,16 to 24,2019,Number,68000
State,Maryland,20 to 24,2019,Number,48000
State,Maryland,16 to 19,2019,Number,21000
State,Maine,16 to 24,2019,Number,12000
State,Maine,20 to 24,2019,Number,9000
State,Maine,16 to 19,2019,Number,3000
State,Massachusetts,16 to 24,2019,Number,58000
State,Massachusetts,20 to 24,2019,Number,43000
State,Massachusetts,16 to 19,2019,Number,15000
State,Michigan,16 to 24,2019,Number,118000
State,Michigan,20 to 24,2019,Number,87000
State,Michigan,16 to 19,2019,Number,31000
State,Minnesota,16 to 24,2019,Number,43000
State,Minnesota,20 to 24,2019,Number,32000
State,Minnesota,16 to 19,2019,Number,11000
State,Mississippi,16 to 24,2019,Number,59000
State,Mississippi,20 to 24,2019,Number,42000
State,Mississippi,16 to 19,2019,Number,18000
State,Missouri,16 to 24,2019,Number,77000
State,Missouri,20 to 24,2019,Number,54000
State,Missouri,16 to 19,2019,Number,23000
State,Montana,16 to 24,2019,Number,13000
State,Montana,20 to 24,2019,Number,9000
State,Montana,16 to 19,2019,Number,4000
State,Nebraska,16 to 24,2019,Number,18000
State,Nebraska,20 to 24,2019,Number,14000
State,Nebraska,16 to 19,2019,Number,4000
State,Nevada,16 to 24,2019,Number,45000
State,Nevada,20 to 24,2019,Number,32000
State,Nevada,16 to 19,2019,Number,13000
State,New Jersey,16 to 24,2019,Number,98000
State,New Jersey,20 to 24,2019,Number,72000
State,New Jersey,16 to 19,2019,Number,26000
State,New Hampshire,16 to 24,2019,Number,11000
State,New Hampshire,20 to 24,2019,Number,7000
State,New Hampshire,16 to 19,2019,Number,4000
State,New York,16 to 24,2019,Number,240000
State,New York,20 to 24,2019,Number,182000
State,New York,16 to 19,2019,Number,58000
State,New Mexico,16 to 24,2019,Number,36000
State,New Mexico,20 to 24,2019,Number,24000
State,New Mexico,16 to 19,2019,Number,12000
State,North Carolina,16 to 24,2019,Number,143000
State,North Carolina,20 to 24,2019,Number,101000
State,North Carolina,16 to 19,2019,Number,41000
State,North Dakota,16 to 24,2019,Number,6000
State,North Dakota,20 to 24,2019,Number,5000
State,North Dakota,16 to 19,2019,Number,2000
State,Ohio,16 to 24,2019,Number,133000
State,Ohio,20 to 24,2019,Number,96000
State,Ohio,16 to 19,2019,Number,37000
State,Oklahoma,16 to 24,2019,Number,62000
State,Oklahoma,20 to 24,2019,Number,44000
State,Oklahoma,16 to 19,2019,Number,18000
State,Oregon,16 to 24,2019,Number,55000
State,Oregon,20 to 24,2019,Number,39000
State,Oregon,16 to 19,2019,Number,16000
State,Pennsylvania,16 to 24,2019,Number,138000
State,Pennsylvania,20 to 24,2019,Number,107000
State,Pennsylvania,16 to 19,2019,Number,31000
State,Rhode Island,16 to 24,2019,Number,12000
State,Rhode Island,20 to 24,2019,Number,9000
State,Rhode Island,16 to 19,2019,Number,3000
State,South Carolina,16 to 24,2019,Number,73000
State,South Carolina,20 to 24,2019,Number,52000
State,South Carolina,16 to 19,2019,Number,21000
State,South Dakota,16 to 24,2019,Number,10000
State,South Dakota,20 to 24,2019,Number,8000
State,South Dakota,16 to 19,2019,Number,2000
State,Tennessee,16 to 24,2019,Number,89000
State,Tennessee,20 to 24,2019,Number,68000
State,Tennessee,16 to 19,2019,Number,21000
State,Texas,16 to 24,2019,Number,434000
State,Texas,20 to 24,2019,Number,306000
State,Texas,16 to 19,2019,Number,127000
State,Utah,16 to 24,2019,Number,39000
State,Utah,20 to 24,2019,Number,27000
State,Utah,16 to 19,2019,Number,12000
State,Vermont,16 to 24,2019,Number,5000
State,Vermont,20 to 24,2019,Number,4000
State,Vermont,16 to 19,2019,Number,2000
State,Virginia,16 to 24,2019,Number,83000
State,Virginia,20 to 24,2019,Number,60000
State,Virginia,16 to 19,2019,Number,23000
State,Washington,16 to 24,2019,Number,84000
State,Washington,20 to 24,2019,Number,61000
State,Washington,16 to 19,2019,Number,24000
State,Wisconsin,16 to 24,2019,Number,57000
State,Wisconsin,20 to 24,2019,Number,41000
State,Wisconsin,16 to 19,2019,Number,16000
State,West Virginia,16 to 24,2019,Number,30000
State,West Virginia,20 to 24,2019,Number,22000
State,West Virginia,16 to 19,2019,Number,8000
State,Wyoming,16 to 24,2019,Number,8000
State,Wyoming,20 to 24,2019,Number,6000
State,Wyoming,16 to 19,2019,Number,2000
Territory,Puerto Rico,16 to 24,2019,Number,83000
Territory,Puerto Rico,20 to 24,2019,Number,63000
Territory,Puerto Rico,16 to 19,2019,Number,21000
Territory,Puerto Rico,16 to 19,2019,Percent,0.12
Territory,Puerto Rico,20 to 24,2019,Percent,0.28
Territory,Puerto Rico,16 to 24,2019,Percent,0.21
State,Wyoming,16 to 19,2019,Percent,0.07
State,Wyoming,20 to 24,2019,Percent,0.15
