State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Vermont,2020,202002,Substance use disorder,Outpatient,2493,15.1,
Vermont,2020,202002,Substance use disorder,Telehealth,DS,DS,
Vermont,2020,202003,Mental health disorder,Emergency department,874,5.2,
Vermont,2020,202003,Mental health disorder,Inpatient,530,3.2,
Vermont,2020,202003,Mental health disorder,Intensive outpatient/Partial hospitalization,215,1.3,
Vermont,2020,202003,Mental health disorder,Outpatient,69703,417.7,
Vermont,2020,202003,Mental health disorder,Telehealth,1576,9.4,
Vermont,2020,202003,Substance use disorder,Emergency department,1467,8.8,
Vermont,2020,202003,Substance use disorder,Inpatient,599,3.6,
Vermont,2020,202003,Substance use disorder,Intensive outpatient/Partial hospitalization,12431,74.5,
Vermont,2020,202003,Substance use disorder,Outpatient,1733,10.4,
Vermont,2020,202003,Substance use disorder,Telehealth,201,1.2,
Vermont,2020,202004,Mental health disorder,Emergency department,574,3.4,
Vermont,2020,202004,Mental health disorder,Inpatient,417,2.4,
Vermont,2020,202004,Mental health disorder,Intensive outpatient/Partial hospitalization,99,0.6,
Vermont,2020,202004,Mental health disorder,Outpatient,51111,299.7,
Vermont,2020,202004,Mental health disorder,Telehealth,3791,22.2,
Vermont,2020,202004,Substance use disorder,Emergency department,921,5.4,
Vermont,2020,202004,Substance use disorder,Inpatient,479,2.8,
Vermont,2020,202004,Substance use disorder,Intensive outpatient/Partial hospitalization,12171,71.4,
Vermont,2020,202004,Substance use disorder,Outpatient,440,2.6,
Vermont,2020,202004,Substance use disorder,Telehealth,797,4.7,
Vermont,2020,202005,Mental health disorder,Emergency department,828,4.8,
Vermont,2020,202005,Mental health disorder,Inpatient,443,2.6,
Vermont,2020,202005,Mental health disorder,Intensive outpatient/Partial hospitalization,145,0.8,
Vermont,2020,202005,Mental health disorder,Outpatient,47356,274.9,
Vermont,2020,202005,Mental health disorder,Telehealth,3401,19.7,
Vermont,2020,202005,Substance use disorder,Emergency department,1249,7.2,
Vermont,2020,202005,Substance use disorder,Inpatient,583,3.4,
Vermont,2020,202005,Substance use disorder,Intensive outpatient/Partial hospitalization,11207,65,
Vermont,2020,202005,Substance use disorder,Outpatient,436,2.5,
Vermont,2020,202005,Substance use disorder,Telehealth,809,4.7,
Vermont,2020,202006,Mental health disorder,Emergency department,920,5.3,
Vermont,2020,202006,Mental health disorder,Inpatient,513,2.9,
Vermont,2020,202006,Mental health disorder,Intensive outpatient/Partial hospitalization,143,0.8,
Vermont,2020,202006,Mental health disorder,Outpatient,51772,297.2,
Vermont,2020,202006,Mental health disorder,Telehealth,3352,19.2,
Vermont,2020,202006,Substance use disorder,Emergency department,1336,7.7,
Vermont,2020,202006,Substance use disorder,Inpatient,567,3.3,
Vermont,2020,202006,Substance use disorder,Intensive outpatient/Partial hospitalization,12176,69.9,
Vermont,2020,202006,Substance use disorder,Outpatient,834,4.8,
Vermont,2020,202006,Substance use disorder,Telehealth,661,3.8,
Vermont,2020,202007,Mental health disorder,Emergency department,972,5.5,
Vermont,2020,202007,Mental health disorder,Inpatient,606,3.4,
Vermont,2020,202007,Mental health disorder,Intensive outpatient/Partial hospitalization,162,0.9,
Vermont,2020,202007,Mental health disorder,Outpatient,54749,311.3,
Vermont,2020,202007,Mental health disorder,Telehealth,2959,16.8,
Vermont,2020,202007,Substance use disorder,Emergency department,1461,8.3,
Vermont,2020,202007,Substance use disorder,Inpatient,664,3.8,
Vermont,2020,202007,Substance use disorder,Intensive outpatient/Partial hospitalization,12020,68.3,
Vermont,2020,202007,Substance use disorder,Outpatient,1113,6.3,
Vermont,2020,202007,Substance use disorder,Telehealth,534,3,
Vermont,2020,202008,Mental health disorder,Emergency department,1091,6.1,
Vermont,2020,202008,Mental health disorder,Inpatient,565,3.2,
Vermont,2020,202008,Mental health disorder,Intensive outpatient/Partial hospitalization,139,0.8,
Vermont,2020,202008,Mental health disorder,Outpatient,51042,286.7,
Vermont,2020,202008,Mental health disorder,Telehealth,2792,15.7,
Vermont,2020,202008,Substance use disorder,Emergency department,1521,8.5,
Vermont,2020,202008,Substance use disorder,Inpatient,627,3.5,
Vermont,2020,202008,Substance use disorder,Intensive outpatient/Partial hospitalization,11314,63.5,
Vermont,2020,202008,Substance use disorder,Outpatient,1219,6.8,
Vermont,2020,202008,Substance use disorder,Telehealth,494,2.8,
Vermont,2020,202009,Mental health disorder,Emergency department,914,5.1,
Vermont,2020,202009,Mental health disorder,Inpatient,546,3,
Vermont,2020,202009,Mental health disorder,Intensive outpatient/Partial hospitalization,84,0.5,
Vermont,2020,202009,Mental health disorder,Outpatient,60687,338,
Vermont,2020,202009,Mental health disorder,Telehealth,3031,16.9,
Vermont,2020,202009,Substance use disorder,Emergency department,1473,8.2,
Vermont,2020,202009,Substance use disorder,Inpatient,637,3.5,
Vermont,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,12152,67.7,
Vermont,2020,202009,Substance use disorder,Outpatient,1264,7,
Vermont,2020,202009,Substance use disorder,Telehealth,442,2.5,
Vermont,2020,202010,Mental health disorder,Emergency department,1007,5.6,
Vermont,2020,202010,Mental health disorder,Inpatient,642,3.5,
Vermont,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,165,0.9,
Vermont,2020,202010,Mental health disorder,Outpatient,65713,363.3,
Vermont,2020,202010,Mental health disorder,Telehealth,3186,17.6,
Vermont,2020,202010,Substance use disorder,Emergency department,1425,7.9,
Vermont,2020,202010,Substance use disorder,Inpatient,671,3.7,
Vermont,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,12576,69.5,
Vermont,2020,202010,Substance use disorder,Outpatient,1386,7.7,
Vermont,2020,202010,Substance use disorder,Telehealth,479,2.6,
Vermont,2020,202011,Mental health disorder,Emergency department,888,4.9,
Vermont,2020,202011,Mental health disorder,Inpatient,549,3,
Vermont,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,183,1,
Vermont,2020,202011,Mental health disorder,Outpatient,55576,304.3,
Vermont,2020,202011,Mental health disorder,Telehealth,2924,16,
Vermont,2020,202011,Substance use disorder,Emergency department,1250,6.8,
Vermont,2020,202011,Substance use disorder,Inpatient,620,3.4,
Vermont,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,11229,61.5,
Vermont,2020,202011,Substance use disorder,Outpatient,975,5.3,
Vermont,2020,202011,Substance use disorder,Telehealth,547,3,
Vermont,2020,202012,Mental health disorder,Emergency department,866,4.7,
Vermont,2020,202012,Mental health disorder,Inpatient,480,2.6,
Vermont,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,201,1.1,
Vermont,2020,202012,Mental health disorder,Outpatient,55393,299.4,
Vermont,2020,202012,Mental health disorder,Telehealth,3282,17.7,
Vermont,2020,202012,Substance use disorder,Emergency department,1173,6.3,
Vermont,2020,202012,Substance use disorder,Inpatient,476,2.6,
Vermont,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,12394,67,
Vermont,2020,202012,Substance use disorder,Outpatient,979,5.3,
Vermont,2020,202012,Substance use disorder,Telehealth,660,3.6,
Vermont,2021,202101,Mental health disorder,Emergency department,946,5.1,
Vermont,2021,202101,Mental health disorder,Inpatient,593,3.2,
Vermont,2021,202101,Mental health disorder,Intensive outpatient/Partial hospitalization,321,1.7,
Vermont,2021,202101,Mental health disorder,Outpatient,59005,316.5,
Vermont,2021,202101,Mental health disorder,Telehealth,3220,17.3,
Vermont,2021,202101,Substance use disorder,Emergency department,1231,6.6,
Vermont,2021,202101,Substance use disorder,Inpatient,594,3.2,
Vermont,2021,202101,Substance use disorder,Intensive outpatient/Partial hospitalization,11613,62.3,
Vermont,2021,202101,Substance use disorder,Outpatient,971,5.2,
Vermont,2021,202101,Substance use disorder,Telehealth,491,2.6,
Vermont,2021,202102,Mental health disorder,Emergency department,904,4.8,
Vermont,2021,202102,Mental health disorder,Inpatient,561,3,
Vermont,2021,202102,Mental health disorder,Intensive outpatient/Partial hospitalization,380,2,
Vermont,2021,202102,Mental health disorder,Outpatient,55392,295.7,
Vermont,2021,202102,Mental health disorder,Telehealth,3090,16.5,
Vermont,2021,202102,Substance use disorder,Emergency department,1160,6.2,
Vermont,2021,202102,Substance use disorder,Inpatient,559,3,
Vermont,2021,202102,Substance use disorder,Intensive outpatient/Partial hospitalization,11426,61,
Vermont,2021,202102,Substance use disorder,Outpatient,853,4.6,
Vermont,2021,202102,Substance use disorder,Telehealth,501,2.7,
Vermont,2021,202103,Mental health disorder,Emergency department,1111,5.9,
Vermont,2021,202103,Mental health disorder,Inpatient,627,3.3,
Vermont,2021,202103,Mental health disorder,Intensive outpatient/Partial hospitalization,362,1.9,
Vermont,2021,202103,Mental health disorder,Outpatient,70444,374.1,
Vermont,2021,202103,Mental health disorder,Telehealth,3511,18.6,
Vermont,2021,202103,Substance use disorder,Emergency department,1351,7.2,
Vermont,2021,202103,Substance use disorder,Inpatient,637,3.4,
Vermont,2021,202103,Substance use disorder,Intensive outpatient/Partial hospitalization,13250,70.4,
Vermont,2021,202103,Substance use disorder,Outpatient,1149,6.1,
Vermont,2021,202103,Substance use disorder,Telehealth,496,2.6,
Vermont,2021,202104,Mental health disorder,Emergency department,1014,5.4,
Vermont,2021,202104,Mental health disorder,Inpatient,637,3.4,
Vermont,2021,202104,Mental health disorder,Intensive outpatient/Partial hospitalization,360,1.9,
Vermont,2021,202104,Mental health disorder,Outpatient,64562,340.9,
Vermont,2021,202104,Mental health disorder,Telehealth,3071,16.2,
Vermont,2021,202104,Substance use disorder,Emergency department,1459,7.7,
Vermont,2021,202104,Substance use disorder,Inpatient,611,3.2,
Vermont,2021,202104,Substance use disorder,Intensive outpatient/Partial hospitalization,11740,62,
Vermont,2021,202104,Substance use disorder,Outpatient,1086,5.7,
Vermont,2021,202104,Substance use disorder,Telehealth,448,2.4,
Vermont,2021,202105,Mental health disorder,Emergency department,1161,6.1,
Vermont,2021,202105,Mental health disorder,Inpatient,620,3.3,
Vermont,2021,202105,Mental health disorder,Intensive outpatient/Partial hospitalization,397,2.1,
Vermont,2021,202105,Mental health disorder,Outpatient,65087,341.7,
Vermont,2021,202105,Mental health disorder,Telehealth,2707,14.2,
Vermont,2021,202105,Substance use disorder,Emergency department,1532,8,
Vermont,2021,202105,Substance use disorder,Inpatient,641,3.4,
Vermont,2021,202105,Substance use disorder,Intensive outpatient/Partial hospitalization,11223,58.9,
Vermont,2021,202105,Substance use disorder,Outpatient,1097,5.8,
Vermont,2021,202105,Substance use disorder,Telehealth,401,2.1,
Vermont,2021,202106,Mental health disorder,Emergency department,1085,5.7,
Vermont,2021,202106,Mental health disorder,Inpatient,627,3.3,
Vermont,2021,202106,Mental health disorder,Intensive outpatient/Partial hospitalization,391,2,
Vermont,2021,202106,Mental health disorder,Outpatient,62767,327.3,
Vermont,2021,202106,Mental health disorder,Telehealth,2807,14.6,
Vermont,2021,202106,Substance use disorder,Emergency department,1474,7.7,
Vermont,2021,202106,Substance use disorder,Inpatient,672,3.5,
Vermont,2021,202106,Substance use disorder,Intensive outpatient/Partial hospitalization,11971,62.4,
Vermont,2021,202106,Substance use disorder,Outpatient,1287,6.7,
Vermont,2021,202106,Substance use disorder,Telehealth,447,2.3,
Vermont,2021,202107,Mental health disorder,Emergency department,1041,5.4,
Vermont,2021,202107,Mental health disorder,Inpatient,625,3.2,
Vermont,2021,202107,Mental health disorder,Intensive outpatient/Partial hospitalization,280,1.5,
Vermont,2021,202107,Mental health disorder,Outpatient,58741,304.4,
Vermont,2021,202107,Mental health disorder,Telehealth,2405,12.5,
Vermont,2021,202107,Substance use disorder,Emergency department,1692,8.8,
Vermont,2021,202107,Substance use disorder,Inpatient,709,3.7,
Vermont,2021,202107,Substance use disorder,Intensive outpatient/Partial hospitalization,10578,54.8,
Vermont,2021,202107,Substance use disorder,Outpatient,1380,7.2,
Vermont,2021,202107,Substance use disorder,Telehealth,491,2.5,
Vermont,2021,202108,Mental health disorder,Emergency department,1198,6.2,
Vermont,2021,202108,Mental health disorder,Inpatient,591,3,
Vermont,2021,202108,Mental health disorder,Intensive outpatient/Partial hospitalization,311,1.6,
Vermont,2021,202108,Mental health disorder,Outpatient,56914,293.1,
Vermont,2021,202108,Mental health disorder,Telehealth,2254,11.6,
Vermont,2021,202108,Substance use disorder,Emergency department,1546,8,
Vermont,2021,202108,Substance use disorder,Inpatient,666,3.4,
Vermont,2021,202108,Substance use disorder,Intensive outpatient/Partial hospitalization,10508,54.1,
Vermont,2021,202108,Substance use disorder,Outpatient,1401,7.2,
Vermont,2021,202108,Substance use disorder,Telehealth,415,2.1,
Vermont,2021,202109,Mental health disorder,Emergency department,1078,5.5,
Vermont,2021,202109,Mental health disorder,Inpatient,616,3.2,
Vermont,2021,202109,Mental health disorder,Intensive outpatient/Partial hospitalization,340,1.7,
Vermont,2021,202109,Mental health disorder,Outpatient,66688,341.5,
Vermont,2021,202109,Mental health disorder,Telehealth,2352,12,
Vermont,2021,202109,Substance use disorder,Emergency department,1458,7.5,
Vermont,2021,202109,Substance use disorder,Inpatient,611,3.1,
Vermont,2021,202109,Substance use disorder,Intensive outpatient/Partial hospitalization,10569,54.1,
Vermont,2021,202109,Substance use disorder,Outpatient,1304,6.7,
Vermont,2021,202109,Substance use disorder,Telehealth,463,2.4,
Vermont,2021,202110,Mental health disorder,Emergency department,970,4.9,
Vermont,2021,202110,Mental health disorder,Inpatient,512,2.6,
Vermont,2021,202110,Mental health disorder,Intensive outpatient/Partial hospitalization,222,1.1,
Vermont,2021,202110,Mental health disorder,Outpatient,64838,330.8,
Vermont,2021,202110,Mental health disorder,Telehealth,2162,11,
Vermont,2021,202110,Substance use disorder,Emergency department,1438,7.3,
Vermont,2021,202110,Substance use disorder,Inpatient,613,3.1,
Vermont,2021,202110,Substance use disorder,Intensive outpatient/Partial hospitalization,9780,49.9,
Vermont,2021,202110,Substance use disorder,Outpatient,1202,6.1,
Vermont,2021,202110,Substance use disorder,Telehealth,533,2.7,
Vermont,2021,202111,Mental health disorder,Emergency department,820,4.2,
Vermont,2021,202111,Mental health disorder,Inpatient,531,2.7,
Vermont,2021,202111,Mental health disorder,Intensive outpatient/Partial hospitalization,368,1.9,
Vermont,2021,202111,Mental health disorder,Outpatient,62707,319.1,
Vermont,2021,202111,Mental health disorder,Telehealth,2196,11.2,
Vermont,2021,202111,Substance use disorder,Emergency department,1196,6.1,
Vermont,2021,202111,Substance use disorder,Inpatient,647,3.3,
Vermont,2021,202111,Substance use disorder,Intensive outpatient/Partial hospitalization,9836,50,
Vermont,2021,202111,Substance use disorder,Outpatient,1115,5.7,
Vermont,2021,202111,Substance use disorder,Telehealth,465,2.4,
Vermont,2021,202112,Mental health disorder,Emergency department,750,3.8,
Vermont,2021,202112,Mental health disorder,Inpatient,395,2,
Vermont,2021,202112,Mental health disorder,Intensive outpatient/Partial hospitalization,391,2,
Vermont,2021,202112,Mental health disorder,Outpatient,59459,301.3,
Vermont,2021,202112,Mental health disorder,Telehealth,2146,10.9,
Vermont,2021,202112,Substance use disorder,Emergency department,1155,5.9,
Vermont,2021,202112,Substance use disorder,Inpatient,503,2.5,
Vermont,2021,202112,Substance use disorder,Intensive outpatient/Partial hospitalization,9663,49,
Vermont,2021,202112,Substance use disorder,Outpatient,1014,5.1,
Vermont,2021,202112,Substance use disorder,Telehealth,561,2.8,
Vermont,2022,202201,Mental health disorder,Emergency department,800,4,
Vermont,2022,202201,Mental health disorder,Inpatient,513,2.6,
Vermont,2022,202201,Mental health disorder,Intensive outpatient/Partial hospitalization,431,2.2,
Vermont,2022,202201,Mental health disorder,Outpatient,59895,301.9,
Vermont,2022,202201,Mental health disorder,Telehealth,2714,13.7,
Vermont,2022,202201,Substance use disorder,Emergency department,1236,6.2,
Vermont,2022,202201,Substance use disorder,Inpatient,575,2.9,
Vermont,2022,202201,Substance use disorder,Intensive outpatient/Partial hospitalization,9457,47.7,
Vermont,2022,202201,Substance use disorder,Outpatient,935,4.7,
Vermont,2022,202201,Substance use disorder,Telehealth,654,3.3,
Vermont,2022,202202,Mental health disorder,Emergency department,702,3.5,
Vermont,2022,202202,Mental health disorder,Inpatient,438,2.2,
Vermont,2022,202202,Mental health disorder,Intensive outpatient/Partial hospitalization,471,2.4,
Vermont,2022,202202,Mental health disorder,Outpatient,56188,282.7,
Vermont,2022,202202,Mental health disorder,Telehealth,2434,12.2,
Vermont,2022,202202,Substance use disorder,Emergency department,1124,5.7,
Vermont,2022,202202,Substance use disorder,Inpatient,549,2.8,
Vermont,2022,202202,Substance use disorder,Intensive outpatient/Partial hospitalization,9415,47.4,
Vermont,2022,202202,Substance use disorder,Outpatient,944,4.7,
Vermont,2022,202202,Substance use disorder,Telehealth,506,2.5,
Vermont,2022,202203,Mental health disorder,Emergency department,877,4.4,
Vermont,2022,202203,Mental health disorder,Inpatient,546,2.7,
Vermont,2022,202203,Mental health disorder,Intensive outpatient/Partial hospitalization,524,2.6,
Vermont,2022,202203,Mental health disorder,Outpatient,74827,375.5,
Vermont,2022,202203,Mental health disorder,Telehealth,2501,12.6,
Vermont,2022,202203,Substance use disorder,Emergency department,1325,6.6,
Vermont,2022,202203,Substance use disorder,Inpatient,641,3.2,
Vermont,2022,202203,Substance use disorder,Intensive outpatient/Partial hospitalization,11500,57.7,
Vermont,2022,202203,Substance use disorder,Outpatient,1168,5.9,
Vermont,2022,202203,Substance use disorder,Telehealth,612,3.1,
Vermont,2022,202204,Mental health disorder,Emergency department,937,4.7,
Vermont,2022,202204,Mental health disorder,Inpatient,531,2.7,
Vermont,2022,202204,Mental health disorder,Intensive outpatient/Partial hospitalization,509,2.5,
Vermont,2022,202204,Mental health disorder,Outpatient,62818,314.5,
Vermont,2022,202204,Mental health disorder,Telehealth,2088,10.5,
Vermont,2022,202204,Substance use disorder,Emergency department,1280,6.4,
Vermont,2022,202204,Substance use disorder,Inpatient,636,3.2,
Vermont,2022,202204,Substance use disorder,Intensive outpatient/Partial hospitalization,9703,48.6,
Vermont,2022,202204,Substance use disorder,Outpatient,1086,5.4,
Vermont,2022,202204,Substance use disorder,Telehealth,404,2,
Vermont,2022,202205,Mental health disorder,Emergency department,854,4.3,
Vermont,2022,202205,Mental health disorder,Inpatient,520,2.6,
Vermont,2022,202205,Mental health disorder,Intensive outpatient/Partial hospitalization,515,2.6,
Vermont,2022,202205,Mental health disorder,Outpatient,68159,340.1,
Vermont,2022,202205,Mental health disorder,Telehealth,2245,11.2,
Vermont,2022,202205,Substance use disorder,Emergency department,1556,7.8,
Vermont,2022,202205,Substance use disorder,Inpatient,667,3.3,
Vermont,2022,202205,Substance use disorder,Intensive outpatient/Partial hospitalization,10043,50.1,
Vermont,2022,202205,Substance use disorder,Outpatient,1056,5.3,
Vermont,2022,202205,Substance use disorder,Telehealth,426,2.1,
Vermont,2022,202206,Mental health disorder,Emergency department,834,4.1,
Vermont,2022,202206,Mental health disorder,Inpatient,507,2.5,
Vermont,2022,202206,Mental health disorder,Intensive outpatient/Partial hospitalization,549,2.7,
Vermont,2022,202206,Mental health disorder,Outpatient,62457,310.4,
Vermont,2022,202206,Mental health disorder,Telehealth,2251,11.2,
Vermont,2022,202206,Substance use disorder,Emergency department,1310,6.5,
Vermont,2022,202206,Substance use disorder,Inpatient,617,3.1,
Vermont,2022,202206,Substance use disorder,Intensive outpatient/Partial hospitalization,9970,49.5,
Vermont,2022,202206,Substance use disorder,Outpatient,1016,5,
Vermont,2022,202206,Substance use disorder,Telehealth,433,2.2,
Vermont,2022,202207,Mental health disorder,Emergency department,894,4.4,
Vermont,2022,202207,Mental health disorder,Inpatient,598,3,
Vermont,2022,202207,Mental health disorder,Intensive outpatient/Partial hospitalization,468,2.3,
Vermont,2022,202207,Mental health disorder,Outpatient,56225,278.9,
Vermont,2022,202207,Mental health disorder,Telehealth,1949,9.7,
Vermont,2022,202207,Substance use disorder,Emergency department,1479,7.3,
Vermont,2022,202207,Substance use disorder,Inpatient,714,3.5,
Vermont,2022,202207,Substance use disorder,Intensive outpatient/Partial hospitalization,8937,44.3,
Vermont,2022,202207,Substance use disorder,Outpatient,906,4.5,
Vermont,2022,202207,Substance use disorder,Telehealth,414,2.1,
Vermont,2022,202208,Mental health disorder,Emergency department,924,4.6,
Vermont,2022,202208,Mental health disorder,Inpatient,551,2.7,
Vermont,2022,202208,Mental health disorder,Intensive outpatient/Partial hospitalization,515,2.5,
Vermont,2022,202208,Mental health disorder,Outpatient,61429,303.5,
Vermont,2022,202208,Mental health disorder,Telehealth,2206,10.9,
Vermont,2022,202208,Substance use disorder,Emergency department,1622,8,
Vermont,2022,202208,Substance use disorder,Inpatient,647,3.2,
Vermont,2022,202208,Substance use disorder,Intensive outpatient/Partial hospitalization,10202,50.4,
Vermont,2022,202208,Substance use disorder,Outpatient,1116,5.5,
Vermont,2022,202208,Substance use disorder,Telehealth,558,2.8,
Vermont,2022,202209,Mental health disorder,Emergency department,811,4,
Vermont,2022,202209,Mental health disorder,Inpatient,473,2.3,
Vermont,2022,202209,Mental health disorder,Intensive outpatient/Partial hospitalization,468,2.3,
Vermont,2022,202209,Mental health disorder,Outpatient,67653,333.1,
Vermont,2022,202209,Mental health disorder,Telehealth,2228,11,
Vermont,2022,202209,Substance use disorder,Emergency department,1458,7.2,
Vermont,2022,202209,Substance use disorder,Inpatient,564,2.8,
Vermont,2022,202209,Substance use disorder,Intensive outpatient/Partial hospitalization,9578,47.2,
Vermont,2022,202209,Substance use disorder,Outpatient,1006,5,
Vermont,2022,202209,Substance use disorder,Telehealth,491,2.4,
Vermont,2022,202210,Mental health disorder,Emergency department,829,4.1,
Vermont,2022,202210,Mental health disorder,Inpatient,482,2.4,
Vermont,2022,202210,Mental health disorder,Intensive outpatient/Partial hospitalization,547,2.7,
Vermont,2022,202210,Mental health disorder,Outpatient,67908,333.8,
Vermont,2022,202210,Mental health disorder,Telehealth,2367,11.6,
Vermont,2022,202210,Substance use disorder,Emergency department,1458,7.2,
Vermont,2022,202210,Substance use disorder,Inpatient,614,3,
Vermont,2022,202210,Substance use disorder,Intensive outpatient/Partial hospitalization,9442,46.4,
Vermont,2022,202210,Substance use disorder,Outpatient,1056,5.2,
Vermont,2022,202210,Substance use disorder,Telehealth,510,2.5,
Vermont,2022,202211,Mental health disorder,Emergency department,846,4.1,
Vermont,2022,202211,Mental health disorder,Inpatient,501,2.5,
Vermont,2022,202211,Mental health disorder,Intensive outpatient/Partial hospitalization,515,2.5,
Vermont,2022,202211,Mental health disorder,Outpatient,66158,324.1,
Vermont,2022,202211,Mental health disorder,Telehealth,2393,11.7,
Vermont,2022,202211,Substance use disorder,Emergency department,1420,7,
Vermont,2022,202211,Substance use disorder,Inpatient,573,2.8,
Vermont,2022,202211,Substance use disorder,Intensive outpatient/Partial hospitalization,9241,45.3,
Vermont,2022,202211,Substance use disorder,Outpatient,988,4.8,
Vermont,2022,202211,Substance use disorder,Telehealth,549,2.7,
Vermont,2022,202212,Mental health disorder,Emergency department,799,3.9,
Vermont,2022,202212,Mental health disorder,Inpatient,416,2,
Vermont,2022,202212,Mental health disorder,Intensive outpatient/Partial hospitalization,516,2.5,
Vermont,2022,202212,Mental health disorder,Outpatient,60242,294,
Vermont,2022,202212,Mental health disorder,Telehealth,2243,10.9,
Vermont,2022,202212,Substance use disorder,Emergency department,1405,6.9,
Vermont,2022,202212,Substance use disorder,Inpatient,497,2.4,
Vermont,2022,202212,Substance use disorder,Intensive outpatient/Partial hospitalization,8776,42.8,
Vermont,2022,202212,Substance use disorder,Outpatient,818,4,
Vermont,2022,202212,Substance use disorder,Telehealth,501,2.4,
Virgin Islands,2018,201801,Mental health disorder,Emergency department,16,0.6,Unusable
Virgin Islands,2018,201801,Mental health disorder,Inpatient,DS,DS,Unusable
Virgin Islands,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,Unusable
Virgin Islands,2018,201801,Mental health disorder,Outpatient,118,4.7,Unusable
Virgin Islands,2018,201801,Mental health disorder,Telehealth,0,0,Unusable
Virgin Islands,2018,201801,Substance use disorder,Emergency department,DS,DS,Unusable
Virgin Islands,2018,201801,Substance use disorder,Inpatient,DS,DS,Unusable
Virgin Islands,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,DS,DS,Unusable
Virgin Islands,2018,201801,Substance use disorder,Outpatient,DS,DS,Unusable
Virgin Islands,2018,201801,Substance use disorder,Telehealth,0,0,Unusable
Virgin Islands,2018,201802,Mental health disorder,Emergency department,13,0.5,
Virgin Islands,2018,201802,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201802,Mental health disorder,Outpatient,142,5.5,
Virgin Islands,2018,201802,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201802,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2018,201802,Substance use disorder,Inpatient,DS,DS,
Virgin Islands,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,DS,DS,
Virgin Islands,2018,201802,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201802,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201803,Mental health disorder,Emergency department,18,0.7,
Virgin Islands,2018,201803,Mental health disorder,Inpatient,13,0.5,
Virgin Islands,2018,201803,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201803,Mental health disorder,Outpatient,144,5.5,
Virgin Islands,2018,201803,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201803,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2018,201803,Substance use disorder,Inpatient,DS,DS,
Virgin Islands,2018,201803,Substance use disorder,Intensive outpatient/Partial hospitalization,DS,DS,
Virgin Islands,2018,201803,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201803,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201804,Mental health disorder,Emergency department,21,0.8,
Virgin Islands,2018,201804,Mental health disorder,Inpatient,11,0.4,
Virgin Islands,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201804,Mental health disorder,Outpatient,165,6.3,
Virgin Islands,2018,201804,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201804,Substance use disorder,Emergency department,DS,DS,
Virgin Islands,2018,201804,Substance use disorder,Inpatient,11,0.4,
Virgin Islands,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,16,0.6,
Virgin Islands,2018,201804,Substance use disorder,Outpatient,0,0,
Virgin Islands,2018,201804,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201805,Mental health disorder,Emergency department,19,0.7,
Virgin Islands,2018,201805,Mental health disorder,Inpatient,15,0.6,
Virgin Islands,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201805,Mental health disorder,Outpatient,128,4.9,
Virgin Islands,2018,201805,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201805,Substance use disorder,Emergency department,11,0.4,
Virgin Islands,2018,201805,Substance use disorder,Inpatient,11,0.4,
Virgin Islands,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,DS,DS,
Virgin Islands,2018,201805,Substance use disorder,Outpatient,DS,DS,
Virgin Islands,2018,201805,Substance use disorder,Telehealth,0,0,
Virgin Islands,2018,201806,Mental health disorder,Emergency department,15,0.6,
Virgin Islands,2018,201806,Mental health disorder,Inpatient,DS,DS,
Virgin Islands,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,0,0,
Virgin Islands,2018,201806,Mental health disorder,Outpatient,153,5.9,
Virgin Islands,2018,201806,Mental health disorder,Telehealth,0,0,
Virgin Islands,2018,201806,Substance use disorder,Emergency department,11,0.4,
